"date","zone","tow.id","tow.number","valid","duration","longitude","latitude","loran.x","loran.y","loran.x.start.logbook","loran.x.end.logbook","loran.y.start.logbook","loran.y.end.logbook","start.time.logbook","end.time.logbook","depth.fathom","bottom.temperature","swept.area","sampler","comment"
"1988-10-07","12","GP141",3,1,"",NA,NA,NA,NA,14840.9,14838.6,30280.6,30277.4,"16:15:00","        ",38,0.8,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-07","12","GP142",4,1,"",NA,NA,NA,NA,14833.6,14831.9,30230.7,30227.3,"17:00:00","        ",38,0.3,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-07","12","GP143",5,0,"",NA,NA,NA,NA,14815.8,14813.8,30191.8,30190.1,"18:00:00","        ",34,0.6,NA,"",""
"1988-10-07","12","GP144",6,0,"",NA,NA,NA,NA,14812.5,14811.1,30189.7,30187.6,"18:45:00","        ",33,1,NA,"",""
"1988-10-08","12","GP145",1,1,"",NA,NA,NA,NA,14844.9,14845.2,30138.6,30138.1,"07:30:00","        ",42,0.4,2412,"MARCEL HEBERT, RENALD HACHE","Le chalut ouvre 7.4 m; grosse poche"
"1988-10-08","12","GP146",2,1,"",NA,NA,NA,NA,14853.7,14852.2,30126,30126.4,"08:20:00","        ",46,0.4,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-08","12","GP147",3,0,"",NA,NA,NA,NA,14850.1,14848.9,30060,30060.7,"09:25:00","        ",35,0.4,NA,"",""
"1988-10-08","12","GP148",4,1,"",NA,NA,NA,NA,14848.4,14847.8,30061.2,30061.5,"10:00:00","        ",36,0.3,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-08","12","GP149",5,1,"",NA,NA,NA,NA,14833.5,14832.9,30057.9,30060.2,"11:00:00","        ",33,0.3,2412,"MARCEL HEBERT, RENALD HACHE","2 cailloux 30 cm; 1 de 60 cm"
"1988-10-08","12","GP150",6,1,"",NA,NA,NA,NA,14804.6,14803.6,29819.4,29820.6,"13:30:00","        ",32,0.4,2412,"RENALD HACHE","4 gros cailloux 60 cm de diametre"
"1988-10-08","12","GP151",7,1,"",NA,NA,NA,NA,14787.9,14786.5,29821.5,29823.1,"14:30:00","        ",34,0.3,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-08","12","GP152",8,1,"",NA,NA,NA,NA,14776,14774.7,29779.2,29780.4,"15:10:00","        ",39,0.1,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-08","12","GP153",9,1,"",NA,NA,NA,NA,14765.8,14764.7,29724.7,29726.1,"16:10:00","        ",36,0.5,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-12","12","GP154",1,1,"",NA,NA,NA,NA,14669.5,14668.9,29609.2,29604.1,"07:45:00","        ",28,0.6,2412,"MARCEL HEBERT, RENALD HACHE","Fond tres rough; 1e belly est brise"
"1988-10-12","12","GP155",2,1,"",NA,NA,NA,NA,14683.5,14683.1,29722.3,29717.9,"09:20:00","        ",33,0.7,2412,"MARCEL HEBERT, RENALD HACHE","25 roches 30 cm diametre"
"1988-10-12","12","GP156",3,1,"",NA,NA,NA,NA,14687.5,14687.1,29766.3,29760.7,"10:10:00","        ",37,1.2,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-13","12","GP157",1,1,"",NA,NA,NA,NA,14710.6,14710,29736,29731.2,"11:55:00","        ",32,0.6,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-13","12","GP158",2,1,"",NA,NA,NA,NA,14716.6,14716.5,29781,29777.4,"12:50:00","        ",36,0.8,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-13","12","GP159",3,1,"",NA,NA,NA,NA,14727.9,14727.7,29847.5,29843.4,"14:00:00","        ",35,0.6,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-13","12","GP160",4,1,"",NA,NA,NA,NA,14718.8,14718.9,29843.2,29839.3,"14:35:00","        ",34,0.4,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-15","PE","GP161",1,1,"",NA,NA,NA,NA,14518.3,14517.7,29297,29290.8,"07:00:00","        ",34,1.6,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-15","PE","GP162",2,1,"",NA,NA,NA,NA,14519.3,14518.1,29361.4,29356.9,"08:10:00","        ",34,1.8,2412,"MARCEL HEBERT, RENALD HACHE","fond tres dur"
"1988-10-15","PE","GP163",3,1,"",NA,NA,NA,NA,14526.4,14526.2,29427.5,29424.7,"09:10:00","        ",35,2.3,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-16","12","GP164",1,1,"",NA,NA,NA,NA,14733.7,14732.6,29924.2,29921.5,"15:30:00","        ",32,0.8,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-16","12","GP165",2,1,"",NA,NA,NA,NA,14740.4,14739,29925.4,29922.2,"16:00:00","        ",31,0.3,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-16","12","GP166",3,1,"",NA,NA,NA,NA,14743.6,14742.6,30020,30016.6,"17:10:00","        ",32,0.5,2412,"MARCEL HEBERT, RENALD HACHE","4 cailloux 30 cm; 2 de 60 cm; 1 de 90 cm"
"1988-10-16","12","GP167",4,1,"",NA,NA,NA,NA,14758.9,14760.3,30030.7,30033.8,"18:00:00","        ",36,0.8,2412,"MARCEL HEBERT, RENALD HACHE","Il y a quelques chose d'accroche dans le chalut que nous ne pouvons pas lever; la poche et les ailes sont monte mais le reste du chalut est dans l'eau"
"1988-10-16","12","GP168",5,1,"",NA,NA,NA,NA,14772.8,14773.6,30103.7,30108.5,"19:20:00","        ",34,0.3,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-17","12","GP169",1,1,"",NA,NA,NA,NA,14755,14755,30132.3,30135.1,"07:35:00","        ",34,0.5,2412,"MARCEL HEBERT, RENALD HACHE","1 caillou de 60 cm de diametre"
"1988-10-17","PE","GP170",2,1,"",NA,NA,NA,NA,14715.7,14716.7,30142.8,30140.6,"10:00:00","        ",30,0.6,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-17","PE","GP171",3,1,"",NA,NA,NA,NA,14719,14720.4,30180,30181.2,"10:45:00","        ",30,1.1,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-17","PE","GP172",4,1,"",NA,NA,NA,NA,14742,14743.2,30175.6,30176.2,"11:40:00","        ",31,1.5,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-31","","GP173",5,1,"",NA,NA,NA,NA,15094,15093.6,30830.7,30824.5,"11:00:00","        ",42,1.6,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-31","","GP174",8,1,"",NA,NA,NA,NA,15091.6,15090.2,30809.2,30802.7,"        ","        ",43,1.2,2412,"MARCEL HEBERT, RENALD HACHE","Fond tres vaseux d'apres le contenu de la poche"
"1988-11-01","","GP175",4,1,"",NA,NA,NA,NA,15087.6,15085.9,30786.5,30779.7,"10:00:00","        ",46,0.9,2412,"GUY ROBICHAUD, PIERRE DEGRACE",""
"1988-11-07","","GP176",3,1,"",NA,NA,NA,NA,15088.9,15088.9,30780.4,30778.6,"10:50:00","10:55:00",46,1.3,2412,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-31","","GP177",1,1,"",NA,NA,NA,NA,15098.1,15097.3,30855.9,30849.5,"07:55:00","        ",46,1.8,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-10-31","","GP178",2,1,"",NA,NA,NA,NA,15096.6,15095.9,30843.4,30837.2,"08:30:00","        ",45,1.3,NA,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-31","","GP179",3,1,"",NA,NA,NA,NA,15096,15095.2,30842,30834.9,"09:45:00","        ",44,1.6,NA,"PIERRE DEGRACE",""
"1988-10-31","","GP180",4,1,"",NA,NA,NA,NA,15094.3,15093.2,30837.6,30830.5,"10:20:00","        ",42,1.3,NA,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-31","","GP181",6,1,"",NA,NA,NA,NA,15093.5,15093.2,30822.7,30815.2,"11:20:00","        ",42,1.4,NA,"MARCEL HEBERT, RENALD HACHE",""
"1988-10-31","","GP182",7,1,"",NA,NA,NA,NA,15092.3,15091.8,30819,30812,"11:55:00","        ",42,1.5,NA,"MARCEL HEBERT, RENALD HACHE",""
"1988-11-01","","GP183",1,1,"",NA,NA,NA,NA,15090.4,15089.9,30805.3,30799.5,"08:38:00","        ",44,1.1,NA,"HELENE CHIASSON, RENALD HACHE",""
"1988-11-01","","GP184",2,1,"",NA,NA,NA,NA,15089.6,15090.2,30797.9,30794.7,"09:00:00","        ",44,1,NA,"GUY ROBICHAUD, PIERRE DEGRACE",""
"1988-11-01","","GP185",3,1,"",NA,NA,NA,NA,15088.8,15088.1,30790.5,30783.7,"09:30:00","        ",45,1,NA,"GUY ROBICHAUD, PIERRE DEGRACE",""
"1988-11-01","","GP186",5,1,"",NA,NA,NA,NA,15087,15086.4,30781,30775.1,"11:00:00","        ",46,1,NA,"HELENE CHIASSON, RENALD HACHE",""
"1988-11-01","","GP187",6,1,"",NA,NA,NA,NA,15086.2,15085.2,30773.6,30767.1,"11:15:00","        ",45,1,NA,"GUY ROBICHAUD, PIERRE DEGRACE",""
"1988-11-01","","GP188",7,1,"",NA,NA,NA,NA,15085.1,15083.6,30765.1,30759.4,"11:30:00","        ",NA,1,NA,"GUY ROBICHAUD, PIERRE DEGRACE",""
"1988-11-01","","GP189",8,1,"",NA,NA,NA,NA,15083.5,15082.6,30761.4,30754.1,"12:00:00","        ",46,1,NA,"HELENE CHIASSON, RENALD HACHE",""
"1988-11-01","","GP190",9,1,"",NA,NA,NA,NA,15082.6,15082.2,30755,30749.6,"12:40:00","        ",44,1.1,NA,"HELENE CHIASSON, RENALD HACHE",""
"1988-11-01","","GP191",10,1,"",NA,NA,NA,NA,15082.5,15082.1,30750.2,30744.4,"13:10:00","        ",45,1.2,NA,"RENALD HACHE",""
"1988-11-01","","GP192",11,1,"",NA,NA,NA,NA,15081.7,15080.9,30741.1,30734.6,"13:40:00","        ",45,1.2,NA,"GUY ROBICHAUD, PIERRE DEGRACE","20 crates d'eponge sur video"
"1988-11-01","","GP193",12,1,"",NA,NA,NA,NA,15080.1,15079.5,30737.9,30732.3,"14:20:00","        ",44,1.2,NA,"HELENE CHIASSON, RENALD HACHE","15 crates d'eponge"
"1988-11-05","","GP194",1,1,"",NA,NA,NA,NA,15103.7,15103,30778.4,30778.7,"09:29:00","09:34:00",47,1.2,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP195",2,1,"",NA,NA,NA,NA,15102.6,15101.9,30778.1,30778.5,"09:50:00","09:55:00",48,1.3,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP196",3,1,"",NA,NA,NA,NA,15101.4,15100.7,30778.6,30779.2,"10:19:00","10:24:00",45,1.1,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP197",4,1,"",NA,NA,NA,NA,15100.1,15099.4,30779.8,30779.8,"10:45:00","10:50:00",48,1.1,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP198",5,1,"",NA,NA,NA,NA,15098.7,15098.2,30779.9,30780,"11:11:00","11:16:00",49,1.1,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP199",6,1,"",NA,NA,NA,NA,15097.3,15096.7,30779,30779,"11:31:00","11:36:00",50,1.1,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP200",7,1,"",NA,NA,NA,NA,15096.3,15095.8,30781.2,30779.2,"12:23:00","12:28:00",46,1.2,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP201",8,1,"",NA,NA,NA,NA,15094.6,15093.8,30778,30776.3,"12:54:00","12:59:00",48,1.2,NA,"PIERRE DEGRACE, RENALD HACHE",""
"1988-11-05","","GP202",9,1,"",NA,NA,NA,NA,15093.2,15092.9,30775.4,30777.4,"13:17:00","13:22:00",47,1.2,NA,"RENALD HACHE",""
"1988-11-05","","GP203",10,1,"",NA,NA,NA,NA,15092.3,15091.7,30777.7,30778.2,"13:40:00","13:45:00",42,1.2,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-07","","GP204",1,1,"",NA,NA,NA,NA,15075.4,15076,30809.1,30807.8,"08:24:00","08:29:00",30,2.5,NA,"HELENE CHIASSON, PIERRE DEGRACE","20 roche 15 cm"
"1988-11-07","","GP205",2,1,"",NA,NA,NA,NA,15088.1,15088.3,30780.2,30778.2,"10:12:00","10:17:00",46,1.3,NA,"MARCEL HEBERT, RENALD HACHE",""
"1988-11-07","","GP206",4,1,"",NA,NA,NA,NA,15091.2,15091.5,30782.1,30780.9,"11:22:00","11:27:00",46,1.1,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-07","","GP207",5,1,"",NA,NA,NA,NA,15084.7,15084.1,30781.2,30781.4,"12:08:00","12:13:00",45,1.3,NA,"MARCEL HEBERT, RENALD HACHE",""
"1988-11-07","","GP208",6,1,"",NA,NA,NA,NA,15083.3,15082.6,30780.8,30780.9,"12:34:00","12:39:00",45,1.3,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-07","","GP209",7,1,"",NA,NA,NA,NA,15082.2,15081.4,30782.2,30781.1,"12:58:00","13:03:00",45,1.4,NA,"MARCEL HEBERT, RENALD HACHE","Fond tres vaseux"
"1988-11-07","","GP210",8,1,"",NA,NA,NA,NA,15081.4,15080.7,30783.3,30782.1,"13:32:00","13:37:00",46,1.6,NA,"MARCEL HEBERT, RENALD HACHE",""
"1988-11-09","","GP211",1,1,"",NA,NA,NA,NA,15079.2,15078.9,30775.8,30777.5,"08:13:00","08:18:00",43,1.4,NA,"HELENE CHIASSON, RENALD HACHE","fond tres vaseux; grosse poche de vase molle"
"1988-11-09","","GP212",2,1,"",NA,NA,NA,NA,15078.2,15078.1,30776,30779,"08:48:00","08:53:00",42,1.3,NA,"HELENE CHIASSON, RENALD HACHE",""
"1988-11-09","","GP213",3,1,"",NA,NA,NA,NA,15077.5,15076.6,30778.6,30778.4,"09:09:00","09:14:00",41,1.8,NA,"HELENE CHIASSON, RENALD HACHE","5 petites roche; 2 litres de vase"
"1988-11-09","","GP214",4,1,"",NA,NA,NA,NA,15075.9,15075.3,30777.7,30778.1,"09:32:00","09:37:00",37,2.2,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-09","","GP215",5,1,"",NA,NA,NA,NA,15075.1,15074.3,30778.2,30778.4,"09:58:00","10:13:00",34,2.6,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-09","","GP216",6,1,"",NA,NA,NA,NA,15073.8,15072.2,30777,30778.3,"10:31:00","10:36:00",34,3.4,NA,"HELENE CHIASSON, PIERRE DEGRACE","10 roches 20 cm"
"1988-11-09","","GP217",7,1,"",NA,NA,NA,NA,15071.5,15070.6,30777.8,30777.1,"11:07:00","11:12:00",26,3.8,NA,"HELENE CHIASSON, RENALD HACHE",""
"1988-11-09","","GP218",8,1,"",NA,NA,NA,NA,15069.8,15068.4,30775.1,30775.6,"11:44:00","11:49:00",20,4.8,NA,"HELENE CHIASSON, RENALD HACHE","1 vieux casier avec les mailles coupe(le fillet)"
"1988-11-13","","GP219",1,1,"",NA,NA,NA,NA,15068.2,15068,30623.5,30624.7,"08:21:00","08:26:00",32,1.5,NA,"HELENE CHIASSON, RENALD HACHE","1 caillou 60 cm"
"1988-11-13","","GP220",2,1,"",NA,NA,NA,NA,15074.7,15074.7,30700.2,30702.5,"09:50:00","09:51:00",42,1.7,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-13","","GP221",3,1,"",NA,NA,NA,NA,15076.2,15076.9,30707.5,30710.9,"10:29:00","10:34:00",43,1,NA,"HELENE CHIASSON, RENALD HACHE",""
"1988-11-13","","GP222",4,1,"",NA,NA,NA,NA,15076.4,15076.3,30709,30710.6,"10:59:00","11:04:00",43,1,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-13","","GP223",5,1,"",NA,NA,NA,NA,15077.6,15077.9,30720.1,30722.8,"11:38:00","11:43:00",41,1,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-13","","GP224",6,1,"",NA,NA,NA,NA,15077.9,15077.9,30723.5,30725.9,"12:34:00","12:39:00",45,1,NA,"HELENE CHIASSON, PIERRE DEGRACE",""
"1988-11-13","","GP225",7,1,"",NA,NA,NA,NA,15078.8,15079.2,30733.2,30735.7,"13:08:00","13:13:00",44,0.9,NA,"PIERRE DEGRACE, RENALD HACHE","fond tres vaseux d'apres ce qu'il y a dans le chalut"
