date,tow.id,probe,probe.type,location,position,event,time
13-07-25,GP157F,minilog,TD,headline,center,liftoff,19:39:36
13-07-25,GP138F,minilog,TD,headline,center,liftoff,20:53:42
13-07-26,GP158F,minilog,TD,headline,center,liftoff,5:51:30
13-07-26,GP139F,minilog,TD,headline,center,liftoff,7:03:36
13-08-02,GP277F,minilog,TD,headline,center,liftoff,18:20:36
13-08-02,GP278A1,minilog,TD,headline,center,liftoff,19:27:23
13-08-03,GP263F,minilog,TD,headline,center,liftoff,5:46:41
13-08-03,GP248F,minilog,TD,headline,center,liftoff,6:49:42
13-08-03,GP233F,minilog,TD,headline,center,liftoff,8:00:42
13-08-03,GP219F,minilog,TD,headline,center,liftoff,10:03:42
13-08-03,GP202F,minilog,TD,headline,center,liftoff,11:27:20
13-08-03,GP203F,minilog,TD,headline,center,liftoff,12:37:32
13-08-03,GP185F,minilog,TD,headline,center,liftoff,14:16:42
13-08-03,GP186F,minilog,TD,headline,center,liftoff,15:46:38
13-08-03,GP167F,minilog,TD,headline,center,liftoff,17:29:14
13-08-03,GP168F,minilog,TD,headline,center,liftoff,18:41:01
13-08-04,GP149A1,minilog,TD,headline,center,liftoff,7:06:42
13-08-04,GP129F,minilog,TD,headline,center,liftoff,8:46:35
13-08-04,GP128F,minilog,TD,headline,center,liftoff,9:57:01
13-08-04,GP108F,minilog,TD,headline,center,liftoff,11:16:55
13-08-04,GP107F,minilog,TD,headline,center,liftoff,12:38:51
13-08-04,GP088F,minilog,TD,headline,center,liftoff,14:15:13
13-08-04,GP070F,minilog,TD,headline,center,liftoff,16:03:38
13-08-04,GP053A2,minilog,TD,headline,center,liftoff,19:41:15
13-08-05,GP054F,minilog,TD,headline,center,liftoff,5:55:07
13-08-05,GP071F,minilog,TD,headline,center,liftoff,7:17:04
13-08-05,GP089F,minilog,TD,headline,center,liftoff,8:42:35
13-08-05,GP090F,minilog,TD,headline,center,liftoff,10:12:08
13-08-05,GP109F,minilog,TD,headline,center,liftoff,11:28:24
13-08-05,GP091F,minilog,TD,headline,center,liftoff,12:46:12
13-08-05,GP072F,minilog,TD,headline,center,liftoff,14:01:40
13-08-05,GP055F,minilog,TD,headline,center,liftoff,15:26:21
13-08-05,GP056F,minilog,TD,headline,center,liftoff,16:52:16
13-08-05,GP073F,minilog,TD,headline,center,liftoff,18:19:40
13-08-06,GP057A1,minilog,TD,headline,center,liftoff,13:47:41
13-08-06,GP058F,minilog,TD,headline,center,liftoff,16:18:17
13-08-07,GP059F,minilog,TD,headline,center,liftoff,5:57:46
13-08-07,GP076F,minilog,TD,headline,center,liftoff,7:42:14
13-08-07,GP094F,minilog,TD,headline,center,liftoff,9:20:37
13-08-07,GP095F,minilog,TD,headline,center,liftoff,10:57:27
13-08-07,GP114F,minilog,TD,headline,center,liftoff,13:08:06
13-08-07,GP135F,minilog,TD,headline,center,liftoff,15:13:21
13-08-07,GP113F,minilog,TD,headline,center,liftoff,17:31:04
13-08-07,GP134F,minilog,TD,headline,center,liftoff,19:36:52
13-08-07,GP154F,minilog,TD,headline,center,liftoff,21:02:37
13-08-08,GP133F,minilog,TD,headline,center,liftoff,6:05:35
13-08-08,GP112F,minilog,TD,headline,center,liftoff,7:59:37
13-08-08,GP093F,minilog,TD,headline,center,liftoff,9:56:11
13-08-08,GP075F,minilog,TD,headline,center,liftoff,11:23:40
13-08-08,GP074F,minilog,TD,headline,center,liftoff,13:07:31
13-08-08,GP092A1R,minilog,TD,headline,center,liftoff,14:56:32
13-08-08,GP040F,minilog,TD,headline,center,liftoff,19:10:18
13-08-13,GP028A1,minilog,TD,headline,center,liftoff,8:48:01
13-08-13,GP017F,minilog,TD,headline,center,liftoff,10:21:15
13-08-13,GP018F,minilog,TD,headline,center,liftoff,12:59:17
13-08-13,GP019F,minilog,TD,headline,center,liftoff,14:22:51
13-08-13,GP013F,minilog,TD,headline,center,liftoff,15:49:13
13-08-13,GP012F,minilog,TD,headline,center,liftoff,18:15:31
13-08-13,GP011F,minilog,TD,headline,center,liftoff,19:49:59
13-08-14,GP002F,minilog,TD,headline,center,liftoff,6:16:48
13-08-14,GP004F,minilog,TD,headline,center,liftoff,7:32:16
13-08-14,GP006F,minilog,TD,headline,center,liftoff,10:23:50
13-08-16,GP001F,minilog,TD,headline,center,liftoff,6:03:59
13-08-16,GP003A1,minilog,TD,headline,center,liftoff,8:21:57
13-08-16,GP005A1,minilog,TD,headline,center,liftoff,11:17:14
13-08-16,GP008F,minilog,TD,headline,center,liftoff,12:30:53
13-08-16,GP007F,minilog,TD,headline,center,liftoff,14:01:49
13-08-16,GP009F,minilog,TD,headline,center,liftoff,15:16:32
13-08-16,GP010A1,minilog,TD,headline,center,liftoff,17:32:42
13-08-17,GP069F,minilog,TD,headline,center,liftoff,6:16:43
13-08-17,GP068F,minilog,TD,headline,center,liftoff,7:39:48
13-08-17,GP051F,minilog,TD,headline,center,liftoff,9:15:00
13-08-17,GP050F,minilog,TD,headline,center,liftoff,11:53:45
13-08-17,GP067A1,minilog,TD,headline,center,liftoff,14:00:03
13-08-17,GP066F,minilog,TD,headline,center,liftoff,15:09:39
13-08-17,GP049A1,minilog,TD,headline,center,liftoff,17:29:53
13-08-18,GP065F,minilog,TD,headline,center,liftoff,6:00:56
13-08-18,GP048F,minilog,TD,headline,center,liftoff,7:25:01
13-08-18,GP047F,minilog,TD,headline,center,liftoff,12:56:09
13-08-18,GP064F,minilog,TD,headline,center,liftoff,14:13:32
13-08-18,GP046A1,minilog,TD,headline,center,liftoff,15:38:37
13-08-27,GP195F,minilog,TD,headline,center,liftoff,6:25:51
13-08-27,GP179A1,minilog,TD,headline,center,liftoff,8:21:13
13-08-27,GP196F,minilog,TD,headline,center,liftoff,9:16:40
13-08-27,GP197F,minilog,TD,headline,center,liftoff,10:51:00
13-08-27,GP180F,minilog,TD,headline,center,liftoff,12:16:12
13-08-27,GP181F,minilog,TD,headline,center,liftoff,13:10:40
13-08-27,GP198F,minilog,TD,headline,center,liftoff,14:05:00
13-08-27,GP214F,minilog,TD,headline,center,liftoff,15:36:28
13-08-27,GP213F,minilog,TD,headline,center,liftoff,16:49:30
13-08-27,GP229F,minilog,TD,headline,center,liftoff,18:20:59
13-08-27,GP199F,minilog,TD,headline,center,liftoff,19:51:40
13-08-28,GP324F,minilog,TD,headline,center,liftoff,6:18:44
13-08-28,GP336A1,minilog,TD,headline,center,liftoff,8:14:10
13-08-28,GP344F,minilog,TD,headline,center,liftoff,9:34:41
13-08-28,GP335F,minilog,TD,headline,center,liftoff,11:06:26
13-08-28,GP323F,minilog,TD,headline,center,liftoff,12:34:23
13-08-28,GP322F,minilog,TD,headline,center,liftoff,13:52:56
13-08-28,GP321F,minilog,TD,headline,center,liftoff,14:52:30
13-08-28,GP311F,minilog,TD,headline,center,liftoff,15:47:40
13-08-28,GP310F,minilog,TD,headline,center,liftoff,16:40:00
13-08-31,GP215F,minilog,TD,headline,center,liftoff,13:32:20
13-08-31,GP230A1,minilog,TD,headline,center,liftoff,16:06:44
13-08-31,GP245A1,minilog,TD,headline,center,liftoff,18:15:53
13-09-01,GP261A2,minilog,TD,headline,center,liftoff,8:05:49
13-09-01,GP262F,minilog,TD,headline,center,liftoff,9:15:05
13-09-01,GP247F,minilog,TD,headline,center,liftoff,10:07:28
13-09-01,GP246A1,minilog,TD,headline,center,liftoff,12:43:55
13-09-01,GP231A1,minilog,TD,headline,center,liftoff,15:01:34
13-09-01,GP216F,minilog,TD,headline,center,liftoff,16:46:58
13-09-01,GP232A1,minilog,TD,headline,center,liftoff,18:59:21
13-09-04,GP182F,minilog,TD,headline,center,liftoff,17:39:23
13-09-04,GP164F,minilog,TD,headline,center,liftoff,18:24:34
13-09-05,GP106F,minilog,TD,headline,center,liftoff,6:31:50
13-09-05,GP087F,minilog,TD,headline,center,liftoff,7:39:31
13-09-05,GP086F,minilog,TD,headline,center,liftoff,8:54:47
13-09-05,GP104F,minilog,TD,headline,center,liftoff,10:28:54
13-09-05,GP105A1,minilog,TD,headline,center,liftoff,12:18:42
13-09-05,GP085F,minilog,TD,headline,center,liftoff,13:47:38
13-09-05,GP084F,minilog,TD,headline,center,liftoff,14:55:28
13-09-05,GP103F,minilog,TD,headline,center,liftoff,16:06:59
13-09-05,GP083F,minilog,TD,headline,center,liftoff,17:25:07
13-09-05,GP082A1,minilog,TD,headline,center,liftoff,19:28:19
13-09-06,GP063A2,minilog,TD,headline,center,liftoff,7:59:56
13-09-06,GP081F,minilog,TD,headline,center,liftoff,9:32:43
13-09-06,GP100F,minilog,TD,headline,center,liftoff,10:50:08
13-09-06,GP121F,minilog,TD,headline,center,liftoff,12:20:07
13-09-06,GP099F,minilog,TD,headline,center,liftoff,14:07:16
13-09-06,GP120F,minilog,TD,headline,center,liftoff,15:22:34
13-09-06,GP119F,minilog,TD,headline,center,liftoff,16:44:11
13-09-06,GP118A1,minilog,TD,headline,center,liftoff,19:17:46
13-09-10,GP222F,minilog,TD,headline,center,liftoff,15:48:24
13-09-10,GP238F,minilog,TD,headline,center,liftoff,17:07:45
13-09-10,GP254F,minilog,TD,headline,center,liftoff,18:37:30
13-09-10,GP239F,minilog,TD,headline,center,liftoff,19:51:02
13-09-11,GP255F,minilog,TD,headline,center,liftoff,6:53:38
13-09-11,GP271F,minilog,TD,headline,center,liftoff,8:06:01
13-09-11,GP272F,minilog,TD,headline,center,liftoff,9:12:51
13-09-11,GP240F,minilog,TD,headline,center,liftoff,11:33:57
13-09-11,GP223A1,minilog,TD,headline,center,liftoff,13:40:03
13-09-11,GP206A2,minilog,TD,headline,center,liftoff,17:09:05
13-09-11,GP190F,minilog,TD,headline,center,liftoff,18:46:59
13-09-11,GP173F,minilog,TD,headline,center,liftoff,19:27:04
13-09-12,GP136A1,minilog,TD,headline,center,liftoff,7:34:01
13-09-12,GP155F,minilog,TD,headline,center,liftoff,8:51:23
13-09-12,GP156F,minilog,TD,headline,center,liftoff,9:34:20
13-09-12,GP174F,minilog,TD,headline,center,liftoff,10:16:57
13-09-12,GP191F,minilog,TD,headline,center,liftoff,11:43:58
13-09-12,GP207F,minilog,TD,headline,center,liftoff,13:25:53
13-09-12,GP224F,minilog,TD,headline,center,liftoff,14:36:16
13-09-12,GP225F,minilog,TD,headline,center,liftoff,15:44:09
13-09-12,GP242F,minilog,TD,headline,center,liftoff,17:06:00
13-09-12,GP276F,minilog,TD,headline,center,liftoff,18:43:33
13-09-14,GP309F,minilog,TD,headline,center,liftoff,13:12:00
13-09-14,GP320F,minilog,TD,headline,center,liftoff,14:11:14
13-09-14,GP332F,minilog,TD,headline,center,liftoff,15:33:18
13-09-14,GP333F,minilog,TD,headline,center,liftoff,16:44:11
13-09-14,GP334F,minilog,TD,headline,center,liftoff,17:58:46
13-09-15,GP218A1,minilog,TD,headline,center,liftoff,8:06:50
13-09-15,GP217F,minilog,TD,headline,center,liftoff,9:34:05
13-09-15,GP201F,minilog,TD,headline,center,liftoff,10:55:55
13-09-15,GP200F,minilog,TD,headline,center,liftoff,12:30:35
13-09-15,GP183A1,minilog,TD,headline,center,liftoff,14:06:22
13-09-15,GP184A1,minilog,TD,headline,center,liftoff,16:02:58
13-09-15,GP166A1,minilog,TD,headline,center,liftoff,18:02:41
13-09-15,GP165F,minilog,TD,headline,center,liftoff,19:15:20
13-09-16,GP148A3,minilog,TD,headline,center,liftoff,8:59:52
13-09-16,GP127F,minilog,TD,headline,center,liftoff,10:08:15
13-09-16,GP147F,minilog,TD,headline,center,liftoff,11:05:48
13-09-16,GP126F,minilog,TD,headline,center,liftoff,12:06:36
13-09-16,GP125F,minilog,TD,headline,center,liftoff,13:07:37
13-09-16,GP146F,minilog,TD,headline,center,liftoff,14:31:09
13-09-16,GP145F,minilog,TD,headline,center,liftoff,15:38:05
13-09-16,GP123F,minilog,TD,headline,center,liftoff,16:48:47
13-09-16,GP124F,minilog,TD,headline,center,liftoff,17:52:27
13-09-16,GP102F,minilog,TD,headline,center,liftoff,18:55:11
13-09-25,GP286F,minilog,TD,headline,center,liftoff,7:02:16
13-09-25,GP275A1,minilog,TD,headline,center,liftoff,9:09:40
13-09-25,GP287F,minilog,TD,headline,center,liftoff,10:46:27
13-09-25,GP288F,minilog,TD,headline,center,liftoff,11:59:12
13-09-25,GP299F,minilog,TD,headline,center,liftoff,12:56:02
13-09-25,GP300F,minilog,TD,headline,center,liftoff,13:46:09
13-09-25,GP289F,minilog,TD,headline,center,liftoff,15:02:10
13-09-25,GP244F,minilog,TD,headline,center,liftoff,17:55:13
13-09-25,GP243F,minilog,TD,headline,center,liftoff,18:49:14
13-09-28,GP267F,minilog,TD,headline,center,liftoff,6:58:56
13-09-28,GP253F,minilog,TD,headline,center,liftoff,10:57:55
13-09-28,GP269F,minilog,TD,headline,center,liftoff,12:19:05
13-09-28,GP281F,minilog,TD,headline,center,liftoff,13:38:03
13-09-28,GP293F,minilog,TD,headline,center,liftoff,15:12:20
13-09-28,GP282F,minilog,TD,headline,center,liftoff,16:25:45
13-09-28,GP270F,minilog,TD,headline,center,liftoff,17:48:25
13-09-28,GP283F,minilog,TD,headline,center,liftoff,18:59:02
13-09-29,GP294F,minilog,TD,headline,center,liftoff,6:56:20
13-09-29,GP295F,minilog,TD,headline,center,liftoff,8:04:50
13-09-29,GP284F,minilog,TD,headline,center,liftoff,9:13:35
13-09-29,GP296F,minilog,TD,headline,center,liftoff,10:15:21
13-09-29,GP304F,minilog,TD,headline,center,liftoff,11:53:39
13-09-29,GP316F,minilog,TD,headline,center,liftoff,13:02:07
13-09-29,GP305F,minilog,TD,headline,center,liftoff,14:16:03
13-09-29,GP297F,minilog,TD,headline,center,liftoff,15:30:22
13-09-29,GP298F,minilog,TD,headline,center,liftoff,16:33:22
13-09-29,GP306F,minilog,TD,headline,center,liftoff,17:16:40
13-09-29,GP307F,minilog,TD,headline,center,liftoff,18:39:00
13-09-30,GP342F,minilog,TD,headline,center,liftoff,6:56:49
13-09-30,GP343F,minilog,TD,headline,center,liftoff,8:16:47
13-09-30,GP351FR,minilog,TD,headline,center,liftoff,10:39:05
13-09-30,GP355F,minilog,TD,headline,center,liftoff,13:12:51
13-09-30,GP350F,minilog,TD,headline,center,liftoff,14:38:16
13-09-30,GP354F,minilog,TD,headline,center,liftoff,15:27:23
13-09-30,GP353FR,minilog,TD,headline,center,liftoff,17:50:58
13-10-01,GP347F,minilog,TD,headline,center,liftoff,7:03:15
13-10-01,GP348F,minilog,TD,headline,center,liftoff,8:30:55
13-10-01,GP349A2,minilog,TD,headline,center,liftoff,10:56:13
13-10-01,GP341F,minilog,TD,headline,center,liftoff,12:17:48
13-10-01,GP340F,minilog,TD,headline,center,liftoff,13:38:09
13-10-01,GP339F,minilog,TD,headline,center,liftoff,15:05:33
13-10-01,GP330F,minilog,TD,headline,center,liftoff,16:25:41
13-10-01,GP331F,minilog,TD,headline,center,liftoff,17:33:41
13-10-01,GP319F,minilog,TD,headline,center,liftoff,18:28:52
13-10-02,GP329F,minilog,TD,headline,center,liftoff,7:07:37
13-10-02,GP317F,minilog,TD,headline,center,liftoff,8:41:08
13-10-02,GP318F,minilog,TD,headline,center,liftoff,9:52:31
13-10-02,GP308F,minilog,TD,headline,center,liftoff,11:26:43
13-10-02,GP259F,minilog,TD,headline,center,liftoff,15:48:54
13-10-09,GP285F,minilog,TD,headline,center,liftoff,10:10:49
13-10-09,GP273F,minilog,TD,headline,center,liftoff,11:33:28
13-10-09,GP256A1,minilog,TD,headline,center,liftoff,13:26:24
13-10-09,GP274F,minilog,TD,headline,center,liftoff,14:35:31
13-10-09,GP257F,minilog,TD,headline,center,liftoff,15:43:14
13-10-09,GP258F,minilog,TD,headline,center,liftoff,16:33:22
13-10-09,GP241F,minilog,TD,headline,center,liftoff,17:35:19
13-10-10,GP192F,minilog,TD,headline,center,liftoff,16:22:47
13-10-10,GP208A1,minilog,TD,headline,center,liftoff,18:12:25
13-10-11,GP101F,minilog,TD,headline,center,liftoff,7:12:45
13-10-11,GP122F,minilog,TD,headline,center,liftoff,8:21:15
13-10-11,GP143F,minilog,TD,headline,center,liftoff,9:36:08
13-10-11,GP144F,minilog,TD,headline,center,liftoff,10:59:41
13-10-11,GP163F,minilog,TD,headline,center,liftoff,12:05:31
13-10-11,GP162F,minilog,TD,headline,center,liftoff,13:38:08
13-10-11,GP142A1,minilog,TD,headline,center,liftoff,15:47:37
13-10-11,GP161A1,minilog,TD,headline,center,liftoff,18:06:24
13-10-12,GP141A2,minilog,TD,headline,center,liftoff,9:54:28
13-10-12,GP160F,minilog,TD,headline,center,liftoff,11:04:16
13-10-12,GP140A1,minilog,TD,headline,center,liftoff,13:08:29
13-10-12,GP159F,minilog,TD,headline,center,liftoff,14:07:28
13-10-12,GP178F,minilog,TD,headline,center,liftoff,15:12:02
13-10-12,GP194F,minilog,TD,headline,center,liftoff,16:31:26
13-10-12,GP177F,minilog,TD,headline,center,liftoff,17:34:11
13-10-13,GP175A1,minilog,TD,headline,center,liftoff,8:07:36
13-10-13,GP176A1,minilog,TD,headline,center,liftoff,9:56:34
13-10-13,GP193F,minilog,TD,headline,center,liftoff,11:30:20
13-10-13,GP210F,minilog,TD,headline,center,liftoff,12:55:56
13-10-13,GP209F,minilog,TD,headline,center,liftoff,14:01:33
13-10-13,GP226A1,minilog,TD,headline,center,liftoff,15:09:54
13-10-13,GP227F,minilog,TD,headline,center,liftoff,16:22:48
13-10-13,GP211F,minilog,TD,headline,center,liftoff,17:30:09
13-10-13,GP228F,minilog,TD,headline,center,liftoff,18:29:34
13-10-14,GP212F,minilog,TD,headline,center,liftoff,7:37:48
