date,tow.id,probe,type,location,position,event,time
2018-09-13,GP308F,Star Oddi ,DST-Tilt,footrope,center,touchdown,6:31:08
2018-09-13,GP314F,Star Oddi ,DST-Tilt,footrope,center,touchdown,7:19:39
2018-09-13,GP310F,Star Oddi ,DST-Tilt,footrope,center,touchdown,8:15:19
2018-09-13,GP321F,Star Oddi ,DST-Tilt,footrope,center,touchdown,9:12:38
2018-09-13,GP328F,Star Oddi ,DST-Tilt,footrope,center,touchdown,10:27:07
2018-09-13,GP338F,Star Oddi ,DST-Tilt,footrope,center,touchdown,11:44:39
2018-09-13,GP337F,Star Oddi ,DST-Tilt,footrope,center,touchdown,12:45:34
2018-09-13,GP345F,Star Oddi ,DST-Tilt,footrope,center,touchdown,13:52:06
2018-09-13,GP347F,Star Oddi ,DST-Tilt,footrope,center,touchdown,14:50:48
2018-09-13,GP355F,Star Oddi ,DST-Tilt,footrope,center,touchdown,16:49:05
2018-09-13,GP349F,Star Oddi ,DST-Tilt,footrope,center,touchdown,18:52:14
2018-09-14,GP348F,Star Oddi ,DST-Tilt,footrope,center,touchdown,6:37:11
2018-09-14,GP343F,Star Oddi ,DST-Tilt,footrope,center,touchdown,7:53:29
2018-09-14,GP333F,Star Oddi ,DST-Tilt,footrope,center,touchdown,9:16:15
2018-09-14,GP329F,Star Oddi ,DST-Tilt,footrope,center,touchdown,10:24:03
2018-09-14,GP339F,Star Oddi ,DST-Tilt,footrope,center,touchdown,11:43:41
2018-09-14,GP340F,Star Oddi ,DST-Tilt,footrope,center,touchdown,12:52:33
2018-09-14,GP336F,Star Oddi ,DST-Tilt,footrope,center,touchdown,14:18:29
2018-09-14,GP332F,Star Oddi ,DST-Tilt,footrope,center,touchdown,15:24:35
2018-09-14,GP327F,Star Oddi ,DST-Tilt,footrope,center,touchdown,16:11:19
2018-09-14,GP317F,Star Oddi ,DST-Tilt,footrope,center,touchdown,17:29:28
2018-09-14,GP307F,Star Oddi ,DST-Tilt,footrope,center,touchdown,19:33:44
2018-09-15,GP322F,Star Oddi ,DST-Tilt,footrope,center,touchdown,6:36:24
2018-09-15,GP330F,Star Oddi ,DST-Tilt,footrope,center,touchdown,8:11:38
2018-09-15,GP318F,Star Oddi ,DST-Tilt,footrope,center,touchdown,9:39:35
2018-09-15,GP309F,Star Oddi ,DST-Tilt,footrope,center,touchdown,11:04:37
2018-09-15,GP304F,Star Oddi ,DST-Tilt,footrope,center,touchdown,12:38:19
2018-09-15,GP302F,Star Oddi ,DST-Tilt,footrope,center,touchdown,13:50:17
2018-09-15,GP297F,Star Oddi ,DST-Tilt,footrope,center,touchdown,15:27:00
2018-09-15,GP296F,Star Oddi ,DST-Tilt,footrope,center,touchdown,16:13:14
2018-09-15,GP291F,Star Oddi ,DST-Tilt,footrope,center,touchdown,17:10:30
2018-09-15,GP288F,Star Oddi ,DST-Tilt,footrope,center,touchdown,18:27:40
2018-09-16,GP283F,Star Oddi ,DST-Tilt,footrope,center,touchdown,6:37:04
2018-09-16,GP299F,Star Oddi ,DST-Tilt,footrope,center,touchdown,8:11:24
2018-09-16,GP306F,Star Oddi ,DST-Tilt,footrope,center,touchdown,9:10:52
2018-09-16,GP305F,Star Oddi ,DST-Tilt,footrope,center,touchdown,11:19:54
2018-07-19,GP354F,Minilog,TD,headline,center,touchdown,5:27:28
2018-07-19,GP325F,Minilog,TD,headline,center,touchdown,18:10:39
2018-07-19,GP335F,Minilog,TD,headline,center,touchdown,19:10:12
2018-07-19,GP344F,Minilog,TD,headline,center,touchdown,20:21:55
2018-07-19,GP351F,Minilog,TD,headline,center,touchdown,6:38:18
2018-07-19,GP353F,Minilog,TD,headline,center,touchdown,8:23:41
2018-07-19,GP352F,Minilog,TD,headline,center,touchdown,9:54:35
2018-07-19,GP350F,Minilog,TD,headline,center,touchdown,11:03:30
2018-07-19,GP346F,Minilog,TD,headline,center,touchdown,12:26:28
2018-07-19,GP342F,Minilog,TD,headline,center,touchdown,13:51:11
2018-07-19,GP334F,Minilog,TD,headline,center,touchdown,15:14:02
2018-07-19,GP323F,Minilog,TD,headline,center,touchdown,16:31:58
2018-07-20,GP331F,Minilog,TD,headline,center,touchdown,7:11:59
2018-07-20,GP326F,Minilog,TD,headline,center,touchdown,8:08:51
2018-07-20,GP315F,Minilog,TD,headline,center,touchdown,9:14:57
2018-07-20,GP324F,Minilog,TD,headline,center,touchdown,10:24:16
2018-07-20,GP313F,Minilog,TD,headline,center,touchdown,11:49:35
2018-07-20,GP312F,Minilog,TD,headline,center,touchdown,14:49:11
2018-07-20,GP316F,Minilog,TD,headline,center,touchdown,17:09:17
2018-07-20,GP295F,Minilog,TD,headline,center,touchdown,19:22:26
2018-07-20,GP290F,Minilog,TD,headline,center,touchdown,20:23:10
2018-07-21,GP293F,Minilog,TD,headline,center,touchdown,5:39:02
2018-07-21,GP282F,Minilog,TD,headline,center,touchdown,7:53:12
2018-07-21,GP273F,Minilog,TD,headline,center,touchdown,9:56:44
2018-07-21,GP269F,Minilog,TD,headline,center,touchdown,13:07:53
2018-07-21,GP250F,Minilog,TD,headline,center,touchdown,15:03:42
2018-07-21,GP251F,Minilog,TD,headline,center,touchdown,16:23:40
2018-07-21,GP235F,Minilog,TD,headline,center,touchdown,18:16:07
2018-07-22,GP237A1,Minilog,TD,headline,center,touchdown,5:34:11
2018-07-22,GP203F,Minilog,TD,headline,center,touchdown,7:53:50
2018-07-22,GP208F,Minilog,TD,headline,center,touchdown,9:30:29
2018-07-22,GP201A1,Minilog,TD,headline,center,touchdown,11:58:59
2018-07-22,GP181F,Minilog,TD,headline,center,touchdown,14:03:01
2018-07-22,GP187F,Minilog,TD,headline,center,touchdown,15:35:19
2018-07-22,GP166F,Minilog,TD,headline,center,touchdown,17:30:33
2018-07-22,GP156F,Minilog,TD,headline,center,touchdown,19:34:09
2018-07-23,GP072F,Minilog,TD,headline,center,touchdown,5:36:39
2018-07-23,GP085F,Minilog,TD,headline,center,touchdown,7:28:48
2018-07-23,GP081F,Minilog,TD,headline,center,touchdown,9:21:45
2018-07-23,GP098F,Minilog,TD,headline,center,touchdown,11:39:35
2018-07-23,GP120F,Minilog,TD,headline,center,touchdown,13:30:57
2018-07-23,GP109F,Minilog,TD,headline,center,touchdown,15:09:45
2018-07-23,GP122F,Minilog,TD,headline,center,touchdown,16:47:52
2018-07-23,GP142F,Minilog,TD,headline,center,touchdown,18:21:31
2018-07-24,GP121A1,Minilog,TD,headline,center,touchdown,5:38:11
2018-07-24,GP139F,Minilog,TD,headline,center,touchdown,9:04:53
2018-07-24,GP112A1,Minilog,TD,headline,center,touchdown,12:24:22
2018-07-24,GP115F,Minilog,TD,headline,center,touchdown,13:24:34
2018-07-24,GP130F,Minilog,TD,headline,center,touchdown,15:01:45
2018-07-24,GP138F,Minilog,TD,headline,center,touchdown,16:22:37
2018-07-24,GP165A1,Minilog,TD,headline,center,touchdown,18:05:32
2018-07-24,GP152F,Minilog,TD,headline,center,touchdown,19:21:21
2018-07-24,GP153F,Minilog,TD,headline,center,touchdown,20:48:26
2018-07-25,GP219F,Minilog,TD,headline,center,touchdown,5:42:35
2018-07-31,GP240F,Minilog,TD,headline,center,touchdown,5:26:24
2018-07-31,GP234F,Minilog,TD,headline,center,touchdown,6:50:58
2018-07-31,GP226A1,Minilog,TD,headline,center,touchdown,9:11:49
2018-07-31,GP220F,Minilog,TD,headline,center,touchdown,10:50:10
2018-07-31,GP214F,Minilog,TD,headline,center,touchdown,12:08:36
2018-07-31,GP192F,Minilog,TD,headline,center,touchdown,13:31:31
2018-07-31,GP197F,Minilog,TD,headline,center,touchdown,14:26:49
2018-07-31,GP189F,Minilog,TD,headline,center,touchdown,15:16:04
2018-07-31,GP162F,Minilog,TD,headline,center,touchdown,16:45:04
2018-07-31,GP170F,Minilog,TD,headline,center,touchdown,18:00:14
2018-07-31,GP174A1,Minilog,TD,headline,center,touchdown,20:52:17
2018-08-01,GP184F,Minilog,TD,headline,center,touchdown,5:36:55
2018-08-01,GP159F,Minilog,TD,headline,center,touchdown,7:04:07
2018-08-01,GP147F,Minilog,TD,headline,center,touchdown,8:41:29
2018-08-01,GP149F,Minilog,TD,headline,center,touchdown,9:45:57
2018-08-01,GP158F,Minilog,TD,headline,center,touchdown,10:34:59
2018-08-01,GP176F,Minilog,TD,headline,center,touchdown,11:43:23
2018-08-01,GP179F,Minilog,TD,headline,center,touchdown,12:37:32
2018-08-01,GP191A1,Minilog,TD,headline,center,touchdown,14:42:14
2018-08-01,GP177F,Minilog,TD,headline,center,touchdown,16:03:43
2018-08-01,GP163F,Minilog,TD,headline,center,touchdown,17:29:22
2018-08-01,GP164F,Minilog,TD,headline,center,touchdown,18:32:40
2018-08-01,GP151F,Minilog,TD,headline,center,touchdown,19:41:21
2018-08-02,GP154F,Minilog,TD,headline,center,touchdown,5:45:23
2018-08-02,GP133F,Minilog,TD,headline,center,touchdown,6:45:43
2018-08-02,GP141F,Minilog,TD,headline,center,touchdown,7:36:00
2018-08-02,GP128A2,Minilog,TD,headline,center,touchdown,17:16:14
2018-08-02,GP123A1,Minilog,TD,headline,center,touchdown,19:23:48
2018-08-02,GP099F,Minilog,TD,headline,center,touchdown,20:38:18
2018-08-03,GP113F,Minilog,TD,headline,center,touchdown,7:19:38
2018-08-03,GP127F,Minilog,TD,headline,center,touchdown,8:26:24
2018-08-03,GP124F,Minilog,TD,headline,center,touchdown,15:22:11
2018-08-03,GP105F,Minilog,TD,headline,center,touchdown,16:18:41
2018-08-03,GP106F,Minilog,TD,headline,center,touchdown,17:31:28
2018-08-03,GP125F,Minilog,TD,headline,center,touchdown,18:29:02
2018-08-03,GP094F,Minilog,TD,headline,center,touchdown,5:38:46
2018-08-04,GP084A1,Minilog,TD,headline,center,touchdown,5:45:24
2018-08-04,GP077F,Minilog,TD,headline,center,touchdown,7:05:15
2018-08-04,GP068F,Minilog,TD,headline,center,touchdown,8:31:34
2018-08-04,GP088F,Minilog,TD,headline,center,touchdown,9:45:48
2018-08-04,GP080F,Minilog,TD,headline,center,touchdown,11:03:34
2018-08-04,GP076F,Minilog,TD,headline,center,touchdown,12:21:39
2018-08-04,GP061F,Minilog,TD,headline,center,touchdown,13:23:42
2018-08-04,GP049F,Minilog,TD,headline,center,touchdown,14:22:59
2018-08-04,GP046F,Minilog,TD,headline,center,touchdown,16:07:05
2018-08-04,GP036F,Minilog,TD,headline,center,touchdown,17:32:44
2018-08-04,GP026F,Minilog,TD,headline,center,touchdown,18:55:52
2018-08-04,GP024F,Minilog,TD,headline,center,touchdown,20:11:38
2018-08-05,GP025F,Minilog,TD,headline,center,touchdown,5:58:23
2018-08-05,GP044F,Minilog,TD,headline,center,touchdown,7:31:41
2018-08-05,GP023F,Minilog,TD,headline,center,touchdown,9:08:13
2018-08-05,GP016F,Minilog,TD,headline,center,touchdown,10:33:10
2018-08-05,GP019F,Minilog,TD,headline,center,touchdown,12:13:53
2018-08-05,GP018F,Minilog,TD,headline,center,touchdown,13:15:29
2018-08-05,GP028F,Minilog,TD,headline,center,touchdown,14:55:14
2018-08-05,GP032F,Minilog,TD,headline,center,touchdown,15:44:20
2018-08-05,GP050F,Minilog,TD,headline,center,touchdown,17:36:01
2018-08-05,GP048F,Minilog,TD,headline,center,touchdown,18:45:42
2018-08-05,GP067F,Minilog,TD,headline,center,touchdown,19:56:11
2018-08-06,GP066F,Minilog,TD,headline,center,touchdown,5:45:10
2018-08-06,GP070F,Minilog,TD,headline,center,touchdown,7:03:23
2018-08-06,GP063F,Minilog,TD,headline,center,touchdown,8:05:25
2018-08-06,GP047A1,Minilog,TD,headline,center,touchdown,10:37:50
2018-08-06,GP022F,Minilog,TD,headline,center,touchdown,12:00:53
2018-08-06,GP030F,Minilog,TD,headline,center,touchdown,12:57:35
2018-08-06,GP040F,Minilog,TD,headline,center,touchdown,14:02:06
2018-08-06,GP042F,Minilog,TD,headline,center,touchdown,15:12:50
2018-08-06,GP052F,Minilog,TD,headline,center,touchdown,16:13:50
2018-08-06,GP051F,Minilog,TD,headline,center,touchdown,17:15:07
2018-08-06,GP041F,Minilog,TD,headline,center,touchdown,18:32:18
2018-08-06,GP031A1,Minilog,TD,headline,center,touchdown,20:22:31
2018-08-07,GP039F,Minilog,TD,headline,center,touchdown,5:56:48
2018-08-07,GP045F,Minilog,TD,headline,center,touchdown,6:52:38
2018-08-07,GP069F,Minilog,TD,headline,center,touchdown,8:45:43
2018-08-07,GP092A1,Minilog,TD,headline,center,touchdown,11:00:06
2018-08-07,GP095F,Minilog,TD,headline,center,touchdown,12:18:00
2018-08-07,GP111F,Minilog,TD,headline,center,touchdown,13:31:30
2018-08-07,GP110F,Minilog,TD,headline,center,touchdown,14:23:08
2018-08-07,GP100F,Minilog,TD,headline,center,touchdown,16:09:57
2018-08-07,GP087F,Minilog,TD,headline,center,touchdown,17:09:35
2018-08-07,GP062F,Minilog,TD,headline,center,touchdown,18:53:36
2018-08-07,GP053F,Minilog,TD,headline,center,touchdown,20:26:37
2018-08-08,GP043A2,Minilog,TD,headline,center,touchdown,7:29:22
2018-08-08,GP015F,Minilog,TD,headline,center,touchdown,9:53:59
2018-08-13,GP009F,Minilog,TD,headline,center,touchdown,15:28:38
2018-08-13,GP008F,Minilog,TD,headline,center,touchdown,16:30:35
2018-08-13,GP006F,Minilog,TD,headline,center,touchdown,17:20:42
2018-08-13,GP002F,Minilog,TD,headline,center,touchdown,20:01:05
2018-08-14,GP001F,Minilog,TD,headline,center,touchdown,6:01:27
2018-08-14,GP003F,Minilog,TD,headline,center,touchdown,7:32:21
2018-08-14,GP004F,Minilog,TD,headline,center,touchdown,8:30:14
2018-08-14,GP005F,Minilog,TD,headline,center,touchdown,10:14:28
2018-08-14,GP007F,Minilog,TD,headline,center,touchdown,11:40:55
2018-08-14,GP011F,Minilog,TD,headline,center,touchdown,12:55:54
2018-08-14,GP010F,Minilog,TD,headline,center,touchdown,14:16:11
2018-08-14,GP012F,Minilog,TD,headline,center,touchdown,16:01:14
2018-08-14,GP013F,Minilog,TD,headline,center,touchdown,18:06:26
2018-08-14,GP017F,Minilog,TD,headline,center,touchdown,19:48:13
2018-08-15,GP014F,Minilog,TD,headline,center,touchdown,6:24:22
2018-08-15,GP020F,Minilog,TD,headline,center,touchdown,7:47:13
2018-08-15,GP021F,Minilog,TD,headline,center,touchdown,8:36:28
2018-08-15,GP037F,Minilog,TD,headline,center,touchdown,10:18:50
2018-08-15,GP055F,Minilog,TD,headline,center,touchdown,11:25:56
2018-08-15,GP029F,Minilog,TD,headline,center,touchdown,12:45:13
2018-08-15,GP058F,Minilog,TD,headline,center,touchdown,14:16:46
2018-08-15,GP059F,Minilog,TD,headline,center,touchdown,15:57:42
2018-08-15,GP034F,Minilog,TD,headline,center,touchdown,18:12:02
2018-08-16,GP027F,Minilog,TD,headline,center,touchdown,6:00:46
2018-08-16,GP033F,Minilog,TD,headline,center,touchdown,7:19:14
2018-08-16,GP038F,Minilog,TD,headline,center,touchdown,8:52:52
2018-08-16,GP035F,Minilog,TD,headline,center,touchdown,10:37:23
2018-08-16,GP054F,Minilog,TD,headline,center,touchdown,11:52:13
2018-08-16,GP064F,Minilog,TD,headline,center,touchdown,13:33:18
2018-08-16,GP078F,Minilog,TD,headline,center,touchdown,15:17:37
2018-08-16,GP056F,Minilog,TD,headline,center,touchdown,17:31:57
2018-08-16,GP057F,Minilog,TD,headline,center,touchdown,18:41:26
2018-08-17,GP107F,Minilog,TD,headline,center,touchdown,6:05:56
2018-08-17,GP096A1,Minilog,TD,headline,center,touchdown,8:39:50
2018-08-17,GP083F,Minilog,TD,headline,center,touchdown,10:46:16
2018-08-17,GP074A1,Minilog,TD,headline,center,touchdown,12:39:35
2018-08-17,GP065F,Minilog,TD,headline,center,touchdown,14:27:42
2018-08-17,GP073F,Minilog,TD,headline,center,touchdown,15:59:16
2018-08-17,GP086F,Minilog,TD,headline,center,touchdown,17:12:20
2018-08-17,GP103F,Minilog,TD,headline,center,touchdown,18:30:58
2018-08-17,GP089F,Minilog,TD,headline,center,touchdown,19:49:25
2018-08-18,GP075A1,Minilog,TD,headline,center,touchdown,6:14:24
2018-08-18,GP071A1,Minilog,TD,headline,center,touchdown,9:11:07
2018-08-18,GP060A1,Minilog,TD,headline,center,touchdown,11:55:04
2018-08-18,GP082F,Minilog,TD,headline,center,touchdown,13:06:40
2018-08-18,GP101F,Minilog,TD,headline,center,touchdown,14:32:29
2018-08-18,GP114F,Minilog,TD,headline,center,touchdown,15:38:55
2018-08-18,GP126F,Minilog,TD,headline,center,touchdown,16:46:40
2018-08-18,GP118F,Minilog,TD,headline,center,touchdown,18:05:47
2018-08-18,GP143F,Minilog,TD,headline,center,touchdown,19:30:55
2018-08-19,GP157F,Minilog,TD,headline,center,touchdown,6:02:36
2018-08-19,GP169F,Minilog,TD,headline,center,touchdown,7:28:25
2018-08-19,GP180F,Minilog,TD,headline,center,touchdown,8:53:32
2018-08-19,GP185F,Minilog,TD,headline,center,touchdown,9:47:22
2018-08-19,GP172F,Minilog,TD,headline,center,touchdown,11:24:57
2018-08-19,GP183F,Minilog,TD,headline,center,touchdown,12:36:54
2018-08-19,GP193F,Minilog,TD,headline,center,touchdown,14:00:34
2018-08-19,GP209F,Minilog,TD,headline,center,touchdown,15:21:04
2018-08-19,GP204F,Minilog,TD,headline,center,touchdown,16:25:49
2018-08-19,GP218F,Minilog,TD,headline,center,touchdown,17:57:45
2018-08-19,GP200F,Minilog,TD,headline,center,touchdown,19:04:55
2018-08-19,GP217F,Minilog,TD,headline,center,touchdown,20:09:48
2018-08-20,GP207F,Minilog,TD,headline,center,touchdown,6:01:07
2018-08-20,GP227F,Minilog,TD,headline,center,touchdown,7:05:33
2018-08-20,GP230F,Minilog,TD,headline,center,touchdown,7:50:33
2018-08-20,GP236A1,Minilog,TD,headline,center,touchdown,10:26:21
2018-08-20,GP243F,Minilog,TD,headline,center,touchdown,12:07:26
2018-08-20,GP249F,Minilog,TD,headline,center,touchdown,12:48:20
2018-08-20,GP261F,Minilog,TD,headline,center,touchdown,13:37:21
2018-08-20,GP257F,Minilog,TD,headline,center,touchdown,14:37:21
2018-08-20,GP247F,Minilog,TD,headline,center,touchdown,16:09:38
2018-08-20,GP258F,Minilog,TD,headline,center,touchdown,16:49:14
2018-08-20,GP281F,Minilog,TD,headline,center,touchdown,17:59:08
2018-08-20,GP278F,Minilog,TD,headline,center,touchdown,19:00:27
2018-08-20,GP287F,Minilog,TD,headline,center,touchdown,20:12:26
2018-08-21,GP303F,Minilog,TD,headline,center,touchdown,6:02:13
2018-08-21,GP300F,Minilog,TD,headline,center,touchdown,6:54:52
2018-08-25,GP190F,Minilog,TD,headline,center,touchdown,6:14:24
2018-08-25,GP196F,Minilog,TD,headline,center,touchdown,7:32:09
2018-08-25,GP188F,Minilog,TD,headline,center,touchdown,8:29:19
2018-08-25,GP161F,Minilog,TD,headline,center,touchdown,10:11:10
2018-08-25,GP160F,Minilog,TD,headline,center,touchdown,11:44:39
2018-08-25,GP146F,Minilog,TD,headline,center,touchdown,13:12:28
2018-08-25,GP116F,Minilog,TD,headline,center,touchdown,14:18:13
2018-08-25,GP140F,Minilog,TD,headline,center,touchdown,15:51:44
2018-08-25,GP117F,Minilog,TD,headline,center,touchdown,18:14:31
2018-08-25,GP097F,Minilog,TD,headline,center,touchdown,19:39:01
2018-08-26,GP090F,Minilog,TD,headline,center,touchdown,6:16:09
2018-08-26,GP079F,Minilog,TD,headline,center,touchdown,7:16:05
2018-08-26,GP104F,Minilog,TD,headline,center,touchdown,8:20:40
2018-08-26,GP108F,Minilog,TD,headline,center,touchdown,9:49:29
2018-08-26,GP091F,Minilog,TD,headline,center,touchdown,11:14:45
2018-08-26,GP093F,Minilog,TD,headline,center,touchdown,12:22:40
2018-08-26,GP102F,Minilog,TD,headline,center,touchdown,13:41:41
2018-08-26,GP119F,Minilog,TD,headline,center,touchdown,14:52:46
2018-08-26,GP132F,Minilog,TD,headline,center,touchdown,15:56:24
2018-08-26,GP148F,Minilog,TD,headline,center,touchdown,17:17:17
2018-08-26,GP137F,Minilog,TD,headline,center,touchdown,18:58:38
2018-08-27,GP173F,Minilog,TD,headline,center,touchdown,6:15:11
2018-08-27,GP171F,Minilog,TD,headline,center,touchdown,7:01:25
2018-08-27,GP155F,Minilog,TD,headline,center,touchdown,8:14:12
2018-08-27,GP145F,Minilog,TD,headline,center,touchdown,9:27:19
2018-08-27,GP131F,Minilog,TD,headline,center,touchdown,10:45:58
2018-08-27,GP135F,Minilog,TD,headline,center,touchdown,11:36:51
2018-08-27,GP136F,Minilog,TD,headline,center,touchdown,12:39:20
2018-08-27,GP129F,Minilog,TD,headline,center,touchdown,13:35:57
2018-08-27,GP144F,Minilog,TD,headline,center,touchdown,14:35:53
2018-08-27,GP168F,Minilog,TD,headline,center,touchdown,16:15:29
2018-08-27,GP178F,Minilog,TD,headline,center,touchdown,17:17:41
2018-08-27,GP175F,Minilog,TD,headline,center,touchdown,18:16:52
2018-08-27,GP195F,Minilog,TD,headline,center,touchdown,19:32:53
2018-08-28,GP216F,Minilog,TD,headline,center,touchdown,6:16:12
2018-08-28,GP223F,Minilog,TD,headline,center,touchdown,7:16:18
2018-08-28,GP228F,Minilog,TD,headline,center,touchdown,8:31:51
2018-08-28,GP242F,Minilog,TD,headline,center,touchdown,10:11:42
2018-08-28,GP253F,Minilog,TD,headline,center,touchdown,10:45:57
2018-08-28,GP239F,Minilog,TD,headline,center,touchdown,12:00:25
2018-08-28,GP224F,Minilog,TD,headline,center,touchdown,13:11:54
2018-08-28,GP222F,Minilog,TD,headline,center,touchdown,14:37:32
2018-08-28,GP211F,Minilog,TD,headline,center,touchdown,15:50:27
2018-08-28,GP212F,Minilog,TD,headline,center,touchdown,17:51:27
2018-09-01,GP213F,Minilog,TD,headline,center,touchdown,6:15:48
2018-09-01,GP205F,Minilog,TD,headline,center,touchdown,7:02:15
2018-09-01,GP194F,Minilog,TD,headline,center,touchdown,8:24:01
2018-09-01,GP186F,Minilog,TD,headline,center,touchdown,9:17:51
2018-09-01,GP167A1,Minilog,TD,headline,center,touchdown,11:59:36
2018-09-01,GP182F,Minilog,TD,headline,center,touchdown,13:37:51
2018-09-01,GP199F,Minilog,TD,headline,center,touchdown,14:58:07
2018-09-02,GP267F,Minilog,TD,headline,center,touchdown,6:57:22
2018-09-02,GP256F,Minilog,TD,headline,center,touchdown,8:32:17
2018-09-02,GP254F,Minilog,TD,headline,center,touchdown,9:31:05
2018-09-02,GP241F,Minilog,TD,headline,center,touchdown,11:01:47
2018-09-02,GP231F,Minilog,TD,headline,center,touchdown,12:25:56
2018-09-02,GP238F,Minilog,TD,headline,center,touchdown,13:45:40
2018-09-02,GP262F,Minilog,TD,headline,center,touchdown,15:24:55
2018-09-02,GP264F,Minilog,TD,headline,center,touchdown,16:04:46
2018-09-02,GP271F,Minilog,TD,headline,center,touchdown,17:46:11
2018-09-02,GP270F,Minilog,TD,headline,center,touchdown,18:49:34
2018-09-02,GP266F,Minilog,TD,headline,center,touchdown,19:42:20
2018-09-03,GP277F,Minilog,TD,headline,center,touchdown,6:19:14
2018-09-03,GP276A1,Minilog,TD,headline,center,touchdown,8:52:16
2018-09-03,GP284F,Minilog,TD,headline,center,touchdown,10:09:07
2018-09-03,GP294F,Minilog,TD,headline,center,touchdown,11:26:46
2018-09-03,GP301F,Minilog,TD,headline,center,touchdown,12:35:25
2018-09-03,GP280F,Minilog,TD,headline,center,touchdown,14:42:56
2018-09-03,GP272F,Minilog,TD,headline,center,touchdown,16:12:13
2018-09-03,GP289F,Minilog,TD,headline,center,touchdown,18:06:09
2018-09-03,GP298F,Minilog,TD,headline,center,touchdown,19:00:14
2018-09-07,GP292F,Minilog,TD,headline,center,touchdown,6:42:52
2018-09-07,GP286F,Minilog,TD,headline,center,touchdown,8:08:32
2018-09-07,GP274F,Minilog,TD,headline,center,touchdown,9:30:10
2018-09-07,GP265F,Minilog,TD,headline,center,touchdown,10:30:44
2018-09-07,GP268F,Minilog,TD,headline,center,touchdown,11:42:18
2018-09-07,GP259F,Minilog,TD,headline,center,touchdown,12:35:45
2018-09-07,GP248F,Minilog,TD,headline,center,touchdown,13:41:48
2018-09-07,GP263F,Minilog,TD,headline,center,touchdown,14:51:41
2018-09-07,GP245F,Minilog,TD,headline,center,touchdown,16:01:29
2018-09-07,GP233A2,Minilog,TD,headline,center,touchdown,18:55:44
2018-09-08,GP206A2,Minilog,TD,headline,center,touchdown,8:51:11
2018-09-10,GP202A1,Minilog,TD,headline,center,touchdown,7:46:52
2018-09-10,GP198A1,Minilog,TD,headline,center,touchdown,9:45:47
2018-09-10,GP215A2,Minilog,TD,headline,center,touchdown,12:54:13
2018-09-10,GP229A1,Minilog,TD,headline,center,touchdown,15:46:51
2018-09-10,GP225A1,Minilog,TD,headline,center,touchdown,18:22:17
2018-09-11,GP210A2,Minilog,TD,headline,center,touchdown,8:47:13
2018-09-11,GP221A1,Minilog,TD,headline,center,touchdown,11:20:43
2018-09-11,GP232F,Minilog,TD,headline,center,touchdown,13:06:30
2018-09-12,GP255F,Minilog,TD,headline,center,touchdown,7:11:04
2018-09-12,GP244F,Minilog,TD,headline,center,touchdown,12:41:16
2018-09-12,GP246F,Minilog,TD,headline,center,touchdown,13:33:12
2018-09-12,GP252F,Minilog,TD,headline,center,touchdown,15:12:16
2018-09-12,GP275F,Minilog,TD,headline,center,touchdown,16:30:38
2018-09-12,GP279F,Minilog,TD,headline,center,touchdown,17:39:55
2018-09-12,GP285F,Minilog,TD,headline,center,touchdown,18:52:16
2018-09-13,GP308F,Minilog,TD,headline,center,touchdown,6:31:23
2018-09-13,GP314F,Minilog,TD,headline,center,touchdown,7:19:30
2018-09-13,GP310F,Minilog,TD,headline,center,touchdown,8:15:24
2018-09-13,GP321F,Minilog,TD,headline,center,touchdown,9:12:34
2018-09-13,GP328F,Minilog,TD,headline,center,touchdown,10:27:12
2018-09-13,GP338F,Minilog,TD,headline,center,touchdown,11:44:47
2018-09-13,GP337F,Minilog,TD,headline,center,touchdown,12:45:41
2018-09-13,GP345F,Minilog,TD,headline,center,touchdown,13:52:20
2018-09-13,GP347F,Minilog,TD,headline,center,touchdown,14:50:55
2018-09-13,GP355F,Minilog,TD,headline,center,touchdown,16:49:09
2018-09-13,GP349F,Minilog,TD,headline,center,touchdown,18:52:05
2018-09-14,GP348F,Minilog,TD,headline,center,touchdown,6:37:16
2018-09-14,GP343F,Minilog,TD,headline,center,touchdown,7:53:43
2018-09-14,GP333F,Minilog,TD,headline,center,touchdown,9:16:28
2018-09-14,GP329F,Minilog,TD,headline,center,touchdown,10:24:14
2018-09-14,GP339F,Minilog,TD,headline,center,touchdown,11:44:32
2018-09-14,GP340F,Minilog,TD,headline,center,touchdown,12:52:32
2018-09-14,GP336F,Minilog,TD,headline,center,touchdown,14:18:36
2018-09-14,GP332F,Minilog,TD,headline,center,touchdown,15:24:28
2018-09-14,GP327F,Minilog,TD,headline,center,touchdown,16:11:15
2018-09-14,GP317F,Minilog,TD,headline,center,touchdown,17:29:22
2018-09-14,GP311F,Minilog,TD,headline,center,touchdown,18:19:31
2018-09-14,GP307F,Minilog,TD,headline,center,touchdown,19:33:55
2018-09-15,GP322F,Minilog,TD,headline,center,touchdown,6:36:28
2018-09-15,GP330F,Minilog,TD,headline,center,touchdown,8:11:37
2018-09-15,GP318F,Minilog,TD,headline,center,touchdown,9:39:24
2018-09-15,GP309F,Minilog,TD,headline,center,touchdown,11:04:38
2018-09-15,GP304F,Minilog,TD,headline,center,touchdown,12:38:16
2018-09-15,GP302F,Minilog,TD,headline,center,touchdown,13:50:28
2018-09-15,GP297F,Minilog,TD,headline,center,touchdown,15:27:06
