"date","tow.number","species","species.name","species.name.logbook","number.caught","weight.caught","presence","comment"
"1990-07-02",6,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-02",6,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-02",7,10,"cod","morue","4",NA,1,""
"1990-07-02",7,41,"witch flounder","plie grise","100",NA,1,""
"1990-07-02",7,40,"American plaice","plie blanche","100",NA,1,""
"1990-07-02",7,400,"monkfish","loche","2",NA,1,""
"1990-07-02",7,2520,"hyas","hyas","50",NA,1,""
"1990-07-02",7,2990,"barnacle","balane",NA,NA,1,""
"1990-07-02",7,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-02",7,4310,"clam","palourde",NA,NA,1,""
"1990-07-02",7,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-02",7,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-02",7,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-02",7,4340,"cockle","cockle",NA,NA,1,""
"1990-07-02",8,10,"cod","morue","3",NA,1,""
"1990-07-02",8,346,"flatfish","plie grise et blanche","50",NA,1,""
"1990-07-02",8,NA,"","","25",NA,1,"pas dans le logbook"
"1990-07-02",8,4348,"empty shells","coquille de palourde et cockle",NA,NA,1,""
"1990-07-02",8,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-02",8,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-02",8,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-02",8,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-02",8,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-02",8,4322,"Iceland scallop","petoncle d'islande",NA,NA,1,""
"1990-07-02",10,211,"skate","raie","1",NA,1,""
"1990-07-02",10,2100,"shrimp","crevette",NA,NA,1,""
"1990-07-02",10,2520,"hyas","hyas","10",NA,1,""
"1990-07-02",10,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-02",10,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-02",10,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-02",10,1510,"whelk eggs","oeuf de bigorneau",NA,NA,1,""
"1990-07-02",11,346,"flatfish","plie blanche et grise","20",NA,1,""
"1990-07-02",11,400,"monkfish","loche","6",NA,1,""
"1990-07-02",11,2520,"hyas","hyas","7",NA,1,""
"1990-07-02",11,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-02",11,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-02",11,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-02",12,41,"witch flounder","plie grise","5",NA,1,""
"1990-07-02",12,40,"American plaice","plie blanche","5",NA,1,""
"1990-07-02",12,400,"monkfish","loche","3",NA,1,""
"1990-07-02",12,2520,"hyas","hyas","10",NA,1,""
"1990-07-02",12,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-02",12,4322,"Iceland scallop","petoncle d'islande",NA,NA,1,""
"1990-07-02",12,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-02",12,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-02",12,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-02",13,12,"white hake","barbu","1",NA,1,""
"1990-07-02",13,346,"flatfish","plie grise et blanche","30",NA,1,""
"1990-07-02",13,211,"skate","raie","2",NA,1,""
"1990-07-02",13,400,"monkfish","loche","3",NA,1,""
"1990-07-02",13,2520,"hyas","hyas","20",NA,1,""
"1990-07-02",13,2990,"barnacle","balane",NA,NA,1,""
"1990-07-02",13,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-02",13,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-02",13,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-02",13,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-02",14,41,"witch flounder","plie grise","15",NA,1,""
"1990-07-02",14,40,"American plaice","plie blanche","15",NA,1,""
"1990-07-02",14,400,"monkfish","loche","4",NA,1,""
"1990-07-02",14,2520,"hyas","hyas","10",NA,1,""
"1990-07-02",14,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-02",14,4310,"clam","palourde",NA,NA,1,""
"1990-07-02",14,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-02",14,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-02",14,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-02",14,6500,"sand dollar","dollar de sable",NA,NA,1,"beaucoup"
"1990-07-02",15,346,"flatfish","plie grise et blanche","30",NA,1,""
"1990-07-02",15,400,"monkfish","loche","6",NA,1,""
"1990-07-02",15,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-02",15,4322,"Iceland scallop","petoncle d'islande",NA,NA,1,""
"1990-07-02",15,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-02",15,6500,"sand dollar","dollar de sable",NA,NA,1,"beaucoup"
"1990-07-03",1,10,"cod","morue","1",NA,1,""
"1990-07-03",1,41,"witch flounder","plie grise","25",NA,1,""
"1990-07-03",1,40,"American plaice","plie blanche","25",NA,1,""
"1990-07-03",1,400,"monkfish","loche","4",NA,1,""
"1990-07-03",1,2520,"hyas","hyas","15",NA,1,""
"1990-07-03",1,4310,"clam","palourde",NA,NA,1,""
"1990-07-03",1,4322,"Iceland scallop","petoncle d'islande",NA,NA,1,""
"1990-07-03",1,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-03",1,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-03",1,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-03",1,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-03",2,10,"cod","morue","2",NA,1,""
"1990-07-03",2,346,"flatfish","plie grise et blanche","30",NA,1,""
"1990-07-03",2,400,"monkfish","loche","1",NA,1,""
"1990-07-03",2,2520,"hyas","hyas","3",NA,1,""
"1990-07-03",2,4310,"clam","palourde",NA,NA,1,""
"1990-07-03",2,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-03",2,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-03",2,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-03",2,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-03",3,10,"cod","morue","10",NA,1,""
"1990-07-03",3,346,"flatfish","plie grise et blanche","100",NA,1,""
"1990-07-03",3,NA,"","","50",NA,1,"pas dans le logbook"
"1990-07-03",3,2520,"hyas","hyas","20",NA,1,""
"1990-07-03",3,4340,"cockle","cockle",NA,NA,1,""
"1990-07-03",3,4310,"clam","palourde",NA,NA,1,""
"1990-07-03",3,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-03",3,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-03",3,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-03",3,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-03",4,6400,"sea urchin","oursin",NA,NA,1,"un peu"
"1990-07-03",5,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-03",5,10,"cod","morue","7",NA,1,""
"1990-07-03",5,346,"flatfish","plie grise et blanche","15",NA,1,""
"1990-07-03",5,400,"monkfish","loche","3",NA,1,""
"1990-07-03",5,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-03",5,4310,"clam","palourde",NA,NA,1,""
"1990-07-03",5,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-07",1,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-07",1,2520,"hyas","hyas","3",NA,1,""
"1990-07-07",2,NA,"","","1",NA,1,"pas dans le logbook"
"1990-07-07",2,2520,"hyas","hyas","10",NA,1,""
"1990-07-07",2,6100,"starfish","grosse etoile de mer",NA,NA,1,""
"1990-07-07",2,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-07",2,8600,"sea sponge","eponge",NA,NA,1,""
"1990-07-07",2,301,"shorthorn sculpin","chaboisseau bronze","1",NA,1,""
"1990-07-07",3,NA,"","","1",NA,1,"pas dans le logbook"
"1990-07-07",3,400,"monkfish","loche","2",NA,1,""
"1990-07-07",3,2520,"hyas","hyas","15",NA,1,""
"1990-07-07",3,2990,"barnacle","balane",NA,NA,1,""
"1990-07-07",3,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-07",3,4310,"clam","palourde",NA,NA,1,""
"1990-07-07",3,6100,"starfish","grosse etoile de mer",NA,NA,1,""
"1990-07-07",3,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-07",3,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-07",3,301,"shorthorn sculpin","chaboisseau bronze","1",NA,1,""
"1990-07-07",4,10,"cod","morue","1",NA,1,""
"1990-07-07",4,346,"flatfish","plie grise et blanche","15",NA,1,""
"1990-07-07",4,NA,"","","7.5",NA,1,"pas dans le logbook"
"1990-07-07",4,2520,"hyas","hyas","1",NA,1,""
"1990-07-07",4,6100,"starfish","grosse etoile de mer",NA,NA,1,""
"1990-07-07",4,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-07",4,6500,"sand dollar","dollar de sable",NA,NA,1,"beaucoup"
"1990-07-07",5,346,"plaice","plie",NA,NA,1,""
"1990-07-07",5,NA,"","","1",NA,1,"pas dans le logbook"
"1990-07-07",5,400,"monkfish","loche","3",NA,1,""
"1990-07-07",5,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-07",5,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-07",5,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-07",5,301,"shorthorn sculpin","chaboisseau bronze","1",NA,1,""
"1990-07-07",6,2520,"hyas","hyas","4",NA,1,""
"1990-07-07",6,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-07",6,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-07",6,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-07",6,8600,"sea sponge","eponge",NA,NA,1,""
"1990-07-07",7,10,"cod","morue","10",NA,1,""
"1990-07-07",7,346,"flatfish","plie grise et blanche","100",NA,1,""
"1990-07-07",7,400,"monkfish","loche","3",NA,1,""
"1990-07-07",7,2520,"hyas","hyas","1",NA,1,""
"1990-07-07",7,4310,"clam","palourde",NA,NA,1,""
"1990-07-07",7,6100,"starfish","grosse etoile de mer","10",NA,1,""
"1990-07-07",7,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-07",7,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-07",7,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-07",9,346,"plaice","plie","2",NA,1,""
"1990-07-07",9,501,"Atlantic lumpfish","poule de mer","1",NA,1,""
"1990-07-07",9,400,"monkfish","loche","1",NA,1,""
"1990-07-07",9,2520,"hyas","hyas","40",NA,1,""
"1990-07-07",9,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-07",9,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-07",11,10,"cod","morue","4",NA,1,""
"1990-07-07",11,346,"flatfish","plie grise et blanche","20",NA,1,""
"1990-07-07",11,NA,"","","1",NA,1,"pas dans le logbook"
"1990-07-07",11,2520,"hyas","hyas","40",NA,1,""
"1990-07-07",11,4310,"clam","palourde",NA,NA,1,""
"1990-07-07",11,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-07",11,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-07",11,6500,"sand dollar","dollar de sable",NA,NA,1,"beaucoup"
"1990-07-07",11,301,"shorthorn sculpin","chaboisseau bronze","1",NA,1,""
"1990-07-07",12,40,"American plaice","plie blanche","15",NA,1,""
"1990-07-07",12,400,"monkfish","loche","2",NA,1,""
"1990-07-07",12,2520,"hyas","hyas","15",NA,1,""
"1990-07-07",12,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-07",12,6100,"starfish","grosse etoile de mer","4",NA,1,""
"1990-07-07",12,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-07",12,6500,"sand dollar","dollar de sable",NA,NA,1,"beaucoup"
"1990-07-07",12,4310,"clam","palourde",NA,NA,1,""
"1990-07-07",12,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-07",13,41,"witch flounder","plie grise","4",NA,1,""
"1990-07-07",13,2520,"hyas","hyas","40",NA,1,""
"1990-07-07",13,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-07",13,4310,"clam","palourde",NA,NA,1,""
"1990-07-07",13,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-07",13,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-07",13,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-07",13,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-07",13,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-07",14,2520,"hyas","hyas","20",NA,1,""
"1990-07-07",14,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-07",14,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-07",14,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-07",14,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-07",14,4310,"clam","palourde",NA,NA,1,""
"1990-07-07",14,41,"witch flounder","plie grise",NA,NA,1,""
"1990-07-07",14,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-08",2,10,"cod","morue","8",NA,1,""
"1990-07-08",2,346,"flatfish","plie grise et blanche","50",NA,1,""
"1990-07-08",2,400,"monkfish","loche","6",NA,1,""
"1990-07-08",2,2520,"hyas","hyas","10",NA,1,""
"1990-07-08",2,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-08",2,6100,"starfish","grosse etoile de mer",NA,NA,1,""
"1990-07-08",2,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-08",2,4310,"clam","palourde",NA,NA,1,""
"1990-07-08",3,40,"American plaice","plie blanche","7",NA,1,""
"1990-07-08",3,400,"monkfish","loche","1",NA,1,""
"1990-07-08",3,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-08",3,4340,"cockle","cockle",NA,NA,1,""
"1990-07-08",3,4310,"clam","palourde",NA,NA,1,""
"1990-07-08",3,6100,"starfish","grosse etoile de mer",NA,NA,1,""
"1990-07-08",3,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-08",3,6500,"sand dollar","dollar de sable",NA,NA,1,"beaucoup"
"1990-07-08",5,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-08",5,2520,"hyas","hyas","6",NA,1,""
"1990-07-08",5,400,"monkfish","loche","1",NA,1,""
"1990-07-08",5,40,"American plaice","plie blanche","5",NA,1,""
"1990-07-08",5,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-08",6,2520,"hyas","hyas","10",NA,1,""
"1990-07-08",6,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-08",6,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-08",6,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-08",6,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-08",7,10,"cod","morue","1",NA,1,""
"1990-07-08",7,346,"flatfish","plie grise et blanche","25",NA,1,""
"1990-07-08",7,400,"monkfish","loche","1",NA,1,""
"1990-07-08",7,2100,"shrimp","crevette",NA,NA,1,""
"1990-07-08",7,2520,"hyas","hyas","15",NA,1,""
"1990-07-08",7,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-08",7,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-08",7,6400,"sea urchin","oursin",NA,NA,1,"beaucoup"
"1990-07-08",7,6500,"sand dollar","dollar de sable",NA,NA,1,"beaucoup"
"1990-07-08",8,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-08",8,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-08",8,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-08",8,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-17",1,10,"cod","morue","1",NA,1,""
"1990-07-17",1,40,"American plaice","plie blanche","15",NA,1,""
"1990-07-17",1,400,"monkfish","loche","1",NA,1,""
"1990-07-17",1,6200,"brittle star","ophiure",NA,NA,1,"beaucoup"
"1990-07-17",2,10,"cod","morue","5",NA,1,""
"1990-07-17",2,400,"monkfish","loche","9",NA,1,""
"1990-07-17",2,4210,"whelk","bigorneau",NA,NA,1,""
"1990-07-17",2,6200,"brittle star","ophiure",NA,NA,1,"beaucoup"
"1990-07-17",2,40,"American plaice","plie blanche",NA,NA,1,""
"1990-07-17",3,10,"cod","morue","4",NA,1,""
"1990-07-17",3,346,"plaice","plie",NA,NA,1,"beaucoup"
"1990-07-17",3,400,"monkfish","loche",NA,NA,1,""
"1990-07-17",3,6200,"brittle star","ophiure",NA,NA,1,"beaucoup"
"1990-07-17",4,10,"cod","morue","20",NA,1,""
"1990-07-17",4,40,"American plaice","plie blanche","40",NA,1,""
"1990-07-17",4,4400,"sea slug","limace","8",NA,1,""
"1990-07-17",4,2520,"hyas","hyas","15",NA,1,""
"1990-07-17",4,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-17",4,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-17",4,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-17",4,1900,"bryozoan","mousse",NA,NA,1,""
"1990-07-17",5,10,"cod","morue","15",NA,1,""
"1990-07-17",5,346,"plaice","plie","50",NA,1,""
"1990-07-17",5,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-17",5,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-17",5,2520,"hyas","hyas",NA,NA,1,""
"1990-07-17",5,400,"monkfish","loche",NA,NA,1,"plusieurs"
"1990-07-17",6,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-17",6,10,"cod","morue",NA,NA,1,""
"1990-07-17",6,40,"American plaice","plie blanche",NA,NA,1,""
"1990-07-17",6,400,"monkfish","loche",NA,NA,1,""
"1990-07-17",6,2520,"hyas","hyas",NA,NA,1,""
"1990-07-17",7,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-17",7,10,"cod","morue",NA,NA,1,""
"1990-07-17",7,40,"American plaice","plie blanche",NA,NA,1,""
"1990-07-17",7,8300,"sea anemone","anemone",NA,NA,1,""
"1990-07-17",7,2520,"hyas","hyas",NA,NA,1,""
"1990-07-17",8,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-17",8,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-17",8,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-17",8,10,"cod","morue",NA,NA,1,""
"1990-07-17",8,40,"American plaice","plie blanche",NA,NA,1,""
"1990-07-17",8,400,"monkfish","loche",NA,NA,1,""
"1990-07-17",8,4400,"sea slug","limace",NA,NA,1,""
"1990-07-17",8,2520,"hyas","hyas",NA,NA,1,""
"1990-07-17",9,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-17",9,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-17",9,2520,"hyas","hyas",NA,NA,1,""
"1990-07-17",9,9300,"algae","algue",NA,NA,1,"en quantité industriel"
"1990-07-17",9,10,"cod","morue",NA,NA,1,""
"1990-07-17",9,40,"American plaice","plie blanche",NA,NA,1,""
"1990-07-17",9,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-17",9,400,"monkfish","loche","1",NA,1,""
"1990-07-17",10,6100,"starfish","etoile de mer",NA,NA,1,""
"1990-07-17",10,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-17",10,6400,"sea urchin","oursin",NA,NA,1,""
"1990-07-17",10,2520,"hyas","hyas",NA,NA,1,""
"1990-07-17",10,10,"cod","morue",NA,NA,1,""
"1990-07-17",10,40,"American plaice","plie blanche",NA,NA,1,""
"1990-07-17",10,400,"monkfish","loche",NA,NA,1,""
"1990-07-23",1,10,"cod","morue","50",NA,1,""
"1990-07-23",1,346,"plaice","plie","500",NA,1,""
"1990-07-23",1,60,"herring","herring","5",NA,1,""
"1990-07-23",1,2520,"hyas","hyas","2",NA,1,""
"1990-07-23",2,10,"cod","morue","1",NA,1,""
"1990-07-23",2,346,"plaice","plie","200",NA,1,""
"1990-07-23",2,400,"monkfish","loche","20",NA,1,""
"1990-07-23",2,6200,"brittle star","ophiure",NA,NA,1,"5 crates"
"1990-07-23",3,10,"cod","morue","25",NA,1,""
"1990-07-23",3,41,"witch flounder","plie grise","1",NA,1,""
"1990-07-23",3,211,"skate","raie","5",NA,1,""
"1990-07-23",3,2520,"hyas","hyas","5",NA,1,""
"1990-07-23",3,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-23",3,346,"plaice","plie","200",NA,1,""
"1990-07-23",5,346,"plaice","plie","20",NA,1,""
"1990-07-23",5,400,"monkfish","loche","1",NA,1,""
"1990-07-23",5,2520,"hyas","hyas","1",NA,1,""
"1990-07-23",5,6100,"starfish","etoile de mer","5",NA,1,""
"1990-07-23",6,346,"plaice","plie","50",NA,1,""
"1990-07-23",7,346,"plaice","plie","20",NA,1,""
"1990-07-23",7,6200,"brittle star","ophiure",NA,NA,1,"1 crate"
"1990-07-23",7,10,"cod","morue","1",NA,1,""
"1990-07-23",8,10,"cod","morue","1",NA,1,""
"1990-07-23",8,346,"plaice","plie","200",NA,1,""
"1990-07-23",8,400,"monkfish","loche","5",NA,1,""
"1990-07-23",8,6200,"brittle star","ophiure",NA,NA,1,"quelques"
"1990-07-23",9,10,"cod","morue","10",NA,1,""
"1990-07-23",9,40,"American plaice","plie canadienne","200",NA,1,""
"1990-07-23",9,211,"skate","raie","2",NA,1,""
"1990-07-23",9,400,"monkfish","loche","5",NA,1,""
"1990-07-23",9,2520,"hyas","hyas","5",NA,1,""
"1990-07-23",9,6100,"starfish","etoile de mer","5",NA,1,""
"1990-07-23",9,6121,"solaster","solaster",NA,NA,1,""
"1990-07-24",1,10,"cod","morue","20",NA,1,""
"1990-07-24",1,346,"plaice","plie","200",NA,1,""
"1990-07-24",1,400,"monkfish","loche","10",NA,1,""
"1990-07-24",1,2520,"hyas","hyas","5",NA,1,""
"1990-07-24",2,10,"cod","morue","5",NA,1,""
"1990-07-24",2,40,"American plaice","plie canadienne","25",NA,1,""
"1990-07-24",2,211,"skate","raie","1",NA,1,""
"1990-07-24",2,400,"monkfish","loche","10",NA,1,""
"1990-07-24",2,122,"cunner","terassier de roche","1",NA,1,""
"1990-07-24",3,10,"cod","morue","10",NA,1,""
"1990-07-24",3,346,"plaice","plie","200",NA,1,""
"1990-07-24",3,6200,"brittle star","ophiure",NA,NA,1,""
"1990-07-25",2,10,"cod","morue","20",NA,1,""
"1990-07-25",2,40,"American plaice","plie canadienne","500",NA,1,""
"1990-07-25",2,400,"monkfish","loche","5",NA,1,""
"1990-07-25",3,10,"cod","morue","2",NA,1,""
"1990-07-25",3,346,"plaice","plie","20",NA,1,""
"1990-07-25",3,400,"monkfish","loche","1",NA,1,""
"1990-07-25",3,6100,"starfish","etoile de mer","1",NA,1,""
"1990-07-25",4,346,"plaice","plie","20",NA,1,""
"1990-07-25",4,400,"monkfish","loche","1",NA,1,""
"1990-07-25",4,4322,"Iceland scallop","petoncle d'islande","5",NA,1,""
"1990-07-25",4,6100,"starfish","etoile de mer","2",NA,1,""
"1990-07-25",4,6400,"sea urchin","oursin",NA,NA,1,"2 crates"
"1990-07-25",4,6500,"sand dollar","dollar de sable",NA,NA,1,""
"1990-07-25",5,10,"cod","morue","3",NA,1,""
"1990-07-25",5,40,"American plaice","plie canadienne","30",NA,1,""
"1990-07-25",5,400,"monkfish","loche","2",NA,1,""
"1990-07-25",5,6200,"brittle star","ophiure",NA,NA,1,"1 crate"
"1990-07-25",6,10,"cod","morue","5",NA,1,""
"1990-07-25",6,12,"white hake","barbue","1",NA,1,""
"1990-07-25",6,346,"plaice","plie","500",NA,1,""
"1990-07-25",6,400,"monkfish","loche","3",NA,1,""
"1990-07-25",6,2520,"hyas","hyas","10",NA,1,""
"1990-07-25",7,346,"plaice","plie","200",NA,1,""
"1990-07-25",7,211,"skate","raie","1",NA,1,""
"1990-07-25",7,400,"monkfish","loche","1",NA,1,""
"1990-07-25",8,10,"cod","morue","2",NA,1,""
"1990-07-25",8,346,"plaice","plie","50",NA,1,""
"1990-07-25",8,400,"monkfish","loche","1",NA,1,""
"1990-07-25",8,6400,"sea urchin","oursin","50",NA,1,""
"1990-07-25",9,10,"cod","morue","5",NA,1,""
"1990-07-25",9,40,"American plaice","plie canadienne","30",NA,1,""
"1990-07-25",9,400,"monkfish","loche","1",NA,1,""
"1990-07-25",9,4322,"Iceland scallop","petoncle d'islande","1",NA,1,""
"1990-07-25",9,6400,"sea urchin","oursin","25",NA,1,""
"1990-07-25",10,10,"cod","morue","5",NA,1,""
"1990-07-25",10,346,"plaice","plie","50",NA,1,""
"1990-07-25",10,400,"monkfish","loche","2",NA,1,""
"1990-07-25",10,6400,"sea urchin","oursin","50",NA,1,""
"1990-07-25",11,10,"cod","morue","5",NA,1,""
"1990-07-25",11,40,"American plaice","plie canadienne","50",NA,1,""
"1990-07-25",11,41,"witch flounder","plie grise","20",NA,1,""
"1990-07-25",11,211,"skate","raie","2",NA,1,""
"1990-07-25",11,6400,"sea urchin","oursin","50",NA,1,""
"1990-07-26",1,10,"cod","morue","5",NA,1,""
"1990-07-26",1,346,"plaice","plie","100",NA,1,""
"1990-07-26",1,400,"monkfish","loche","5",NA,1,""
"1990-07-26",1,2520,"hyas","hyas","20",NA,1,""
"1990-07-26",2,10,"cod","morue","10",NA,1,""
"1990-07-26",2,346,"plaice","plie","200",NA,1,""
"1990-07-26",2,2520,"hyas","hyas","5",NA,1,""
"1990-07-26",2,6100,"starfish","etoile de mer 5 pointe orange","200",NA,1,""
"1990-07-26",3,10,"cod","morue","3",NA,1,""
"1990-07-26",3,12,"white hake","barbue","1",NA,1,""
"1990-07-26",3,40,"American plaice","plie canadienne","100",NA,1,""
"1990-07-26",3,41,"witch flounder","plie grise","2",NA,1,""
"1990-07-26",3,2520,"hyas","hyas","5",NA,1,""
"1990-07-26",3,6300,"basketstar","corne de cerf","25",NA,1,""
"1990-07-26",4,346,"plaice","plie","10",NA,1,""
"1990-07-26",4,6400,"sea urchin","oursin","5",NA,1,""
"1990-07-26",5,10,"cod","morue","10",NA,1,""
"1990-07-26",5,346,"plaice","plie","75",NA,1,""
"1990-07-28",1,400,"monkfish","loche","2",NA,1,""
"1990-07-28",1,6400,"sea urchin","oursin","100",NA,1,""
"1990-07-28",2,10,"cod","morue","3",NA,1,""
"1990-07-28",2,346,"plaice","plie","20",NA,1,""
"1990-07-28",3,10,"cod","morue","10",NA,1,""
"1990-07-28",3,346,"plaice","plie","100",NA,1,""
"1990-07-28",3,400,"monkfish","loche","5",NA,1,""
"1990-07-28",3,2520,"hyas","hyas","20",NA,1,""
"1990-07-28",3,4320,"scallop","petoncle  ","5",NA,1,""
"1990-07-28",3,6300,"basketstar","corne de cerf","3",NA,1,""
"1990-07-28",3,6400,"sea urchin","oursin","200",NA,1,""
"1990-07-29",1,90,"fish","quelque poisson",NA,NA,1,""
"1990-07-29",2,10,"cod","morue","5",NA,1,""
"1990-07-29",2,20,"redfish","poisson rouge","15",NA,1,""
"1990-07-29",2,346,"plaice","plie","10",NA,1,""
"1990-07-29",3,20,"redfish","poisson rouge","20",NA,1,""
"1990-07-29",3,41,"witch flounder","plie grise","10",NA,1,""
"1990-07-29",3,211,"skate","raie","15",NA,1,""
"1990-07-29",3,6100,"starfish","etoile jaune 5 patte","200",NA,1,""
"1990-07-29",3,40,"American plaice","plie canadienne","20",NA,1,""
"1990-07-29",4,10,"cod","morue","1",NA,1,""
