"code"	"english"	"latin"	"french"	"aphia.id"	"kingdom"	"phylum"	"class"	"subclass"	"order"	"superfamily"	"family"	"infraclass"	"subterclass"	"superorder"	"subkingdom"	"infrakingdom"	"subphylum"	"infraphylum"	"superclass"	"phylum (division)"	"suborder"	"infraorder"	"parvorder"	"subfamily"	"genus"	"species"	"tribe"	"section"	"subsection"	"subgenus"	"subphylum (subdivision)"	"subspecies"
668	"Anthias sp."	"Anthias sp."	"Anthias sp."	126067	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Serranidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	"Anthiadinae"	"Anthias"	""	""	""	""	""	""	""
669	"Atherinidae f."	"Atherinidae f."	"Capucettes"	125438	"Animalia"	"Chordata"	"Actinopterygii"	""	"Atheriniformes"	""	"Atherinidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
670	"Eustomias fissibarbis"	"Eustomias fissibarbis"	"Eustomias fissibarbis"	158855	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Eustomias"	"Eustomias fissibarbis"	""	""	""	""	""	""
671	"Vinciguerria attenuata"	"Vinciguerria attenuata"	"Vinciguerria attenuata"	127302	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Phosichthyidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Vinciguerria"	"Vinciguerria attenuata"	""	""	""	""	""	""
672	"Pontinus"	"Pontinus sp."	"Pontinus sp."	126170	"Animalia"	"Chordata"	"Actinopterygii"	""	"Scorpaeniformes"	""	"Scorpaenidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Scorpaenoidei"	""	""	"Scorpaeninae"	"Pontinus"	""	""	""	""	""	""	""
673	"Synagrops spinosa"	"Synagrops spinosa"	"Synagrops spinosa"	159586	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Acropomatidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Synagrops"	"Synagrops spinosus"	""	""	""	""	""	""
674	"Paralepis coregonoides"	"Paralepis coregonoides"	"Lussion boréal"	126361	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Paralepididae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Paralepis"	"Paralepis coregonoides"	""	""	""	""	""	""
675	"Pugnose pipefish"	"Syngnathus dunckeri"	"Syngnathus dunckeri"	159444	"Animalia"	"Chordata"	"Actinopterygii"	""	"Syngnathiformes"	""	"Syngnathidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Syngnathinae"	"Bryx"	"Bryx dunckeri"	""	""	""	""	""	""
676	"Bull pipefish"	"Syngnathus springeri"	"Syngnathe bouledogue"	159454	"Animalia"	"Chordata"	"Actinopterygii"	""	"Syngnathiformes"	""	"Syngnathidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Syngnathinae"	"Syngnathus"	"Syngnathus springeri"	""	""	""	""	""	""
677	"Epigonus denticulatus"	"Epigonus denticulatus"	"Epigonus denticulatus"	126857	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Epigonidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Epigonus"	"Epigonus denticulatus"	""	""	""	""	""	""
678	"Ballyhoo"	"Hemiramphus brasiliensis"	"Demi-bec brésilien"	159279	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Hemiramphidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hemiramphus"	"Hemiramphus brasiliensis"	""	""	""	""	""	""
679	"Valenciennellus tripunctulatus"	"Valenciennellus tripunctulatus"	"Valenciennellus tripunctulatus"	127316	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Maurolicinae"	"Valenciennellus"	"Valenciennellus tripunctulatus"	""	""	""	""	""	""
680	"Stomiatiformes"	"Stomiatiformes (order)"	"Stomiatiformes (order)"	10306	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	""	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
681	"Scopelarchus analis"	"Scopelarchus analis"	"Oeil-perlé à ventre noir"	126367	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Scopelarchidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Scopelarchus"	"Scopelarchus analis"	""	""	""	""	""	""
682	"Fourwing flying fish"	"Hirundichthys affinis"	"Exocet à frange blanche"	159265	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Exocoetidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hirundichthys"	"Hirundichthys affinis"	""	""	""	""	""	""
683	"F.oneirodidae"	"Oneirodidae f."	"Oneirodidae f."	125496	"Animalia"	"Chordata"	"Actinopterygii"	""	"Lophiiformes"	""	"Oneirodidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
684	"Vinciguerria nimbaria"	"Vinciguerria nimbaria"	"Vinciguerria nimbaria"	127303	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Phosichthyidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Vinciguerria"	"Vinciguerria nimbaria"	""	""	""	""	""	""
685	"Twospot cardinalfish"	"Apogon pseudomaculatus"	"Apogon pseudomaculatus"	159590	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Apogonidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	"Apogoninae"	"Apogon"	"Apogon pseudomaculatus"	""	""	""	""	""	""
686	"Melamphaes sp."	"Melamphaes sp."	"Melamphaes sp."	126181	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stephanoberyciformes"	""	"Melamphaidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Melamphaes"	""	""	""	""	""	""	""
687	"Ceratioidei o."	"Ceratioidei s.o."	"Ceratioidei s.o."	10316	"Animalia"	"Chordata"	"Actinopterygii"	""	"Lophiiformes"	""	""	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
688	"Lestidiops jayakari"	"Lestidiops jayakari"	"Lestidiops jayakari"	236452	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Paralepididae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lestidiops"	"Lestidiops jayakari"	""	""	""	""	""	"Lestidiops jayakari jayakari"
689	"Cutlassfishes unsp."	"Trichiuridae f."	"Ceintures d'argent"	125571	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Trichiuridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Scombroidei"	""	""	""	""	""	""	""	""	""	""	""
690	"Bregmaceros sp."	"Bregmaceros sp."	"Bregmaceros sp."	125727	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Bregmacerotidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Bregmaceros"	""	""	""	""	""	""	""
691	"Sudis hyalina"	"Sudis hyalina"	"Sudis hyalina"	126362	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Paralepididae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Sudis"	"Sudis hyalina"	""	""	""	""	""	""
692	"Porcupinefishes unsp."	"Diodontidae f."	"Atingas"	125608	"Animalia"	"Chordata"	"Actinopterygii"	""	"Tetraodontiformes"	""	"Diodontidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
693	"Largescale tonguefish"	"Symphurus minor"	"Sole à grandes écailles"	159360	"Animalia"	"Chordata"	"Actinopterygii"	""	"Pleuronectiformes"	""	"Cynoglossidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Symphurinae"	"Symphurus"	"Symphurus minor"	""	""	""	""	""	""
694	"Batfishes"	"Ogcocephalidae f."	"Chauve-souris"	125495	"Animalia"	"Chordata"	"Actinopterygii"	""	"Lophiiformes"	""	"Ogcocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
695	"Sand perch"	"Diplectrum formosum"	"Diplectrum formosum"	159350	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Serranidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	"Serraninae"	"Diplectrum"	"Diplectrum formosum"	""	""	""	""	""	""
696	"Cyclothone acclinidens"	"Cyclothone acclinidens"	"Cyclothone acclinidens"	127282	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Gonostomatidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Cyclothone"	"Cyclothone acclinidens"	""	""	""	""	""	""
697	"Cardinal fishes"	"Apogonidae f."	"Apogons"	125518	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Apogonidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	""	""	""	""	""	""	""	""
698	"Snowy grouper"	"Epinephelus niveatus"	"Mérou"	475101	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Serranidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	"Epinephelinae"	"Hyporthodus"	"Hyporthodus niveatus"	""	""	""	""	""	""
699	"Atlantic wreckfish"	"Polyprion americanus"	"Cernier atlantique"	126998	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Polyprionidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Polyprion"	"Polyprion americanus"	""	""	""	""	""	""
700	"Atlantic silver hatchfish"	"Argyropelecus aculeatus"	"Hache d'argent à grandes épines"	127306	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Sternoptychinae"	"Argyropelecus"	"Argyropelecus aculeatus"	""	""	""	""	""	""
701	"Butterfish"	"Peprilus triacanthus"	"Stromatée à fossette"	159828	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Stromateidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Stromateoidei"	""	""	""	"Peprilus"	"Peprilus triacanthus"	""	""	""	""	""	""
702	"Northern pipefish"	"Syngnathus fuscus"	"Syngnathe brun"	159451	"Animalia"	"Chordata"	"Actinopterygii"	""	"Syngnathiformes"	""	"Syngnathidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Syngnathinae"	"Syngnathus"	"Syngnathus fuscus"	""	""	""	""	""	""
703	"Pelagic pipefish"	"Syngnathus pelagicus"	"Syngnathe sargassier"	367332	"Animalia"	"Chordata"	"Actinopterygii"	""	"Syngnathiformes"	""	"Syngnathidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Syngnathinae"	"Syngnathus"	"Syngnathus pelagicus"	""	""	""	""	""	""
704	"American john dory"	"Zenopsis ocellata"	"Zée bouclée d'Amérique"	127426	"Animalia"	"Chordata"	"Actinopterygii"	""	"Zeiformes"	""	"Zeidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Zenopsis"	"Zenopsis conchifer"	""	""	""	""	""	""
705	"Argyropelecus gigas"	"Argyropelecus gigas"	"Argyropelecus gigas"	127308	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Sternoptychinae"	"Argyropelecus"	"Argyropelecus gigas"	""	""	""	""	""	""
706	"Argyropelecus hemigymnus"	"Argyropelecus hemigymnus"	"Argyropelecus hemigymnus"	127309	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Sternoptychinae"	"Argyropelecus"	"Argyropelecus hemigymnus"	""	""	""	""	""	""
707	"Argyropelecus lychnus lyc"	"Argyropelecus lychnus lychnus"	"Argyropelecus lychnus lychnus"	158836	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Sternoptychinae"	"Argyropelecus"	"Argyropelecus lychnus"	""	""	""	""	""	""
708	"Polyipnus asteroides"	"Polyipnus asteroides"	"Dix-bardes à épines courtes"	158839	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Sternoptychinae"	"Polyipnus"	"Polyipnus asteroides"	""	""	""	""	""	""
709	"Transparent hatchetfish"	"Sternoptyx diaphana"	"Hache d'argent diaphane"	127314	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Sternoptychinae"	"Sternoptyx"	"Sternoptyx diaphana"	""	""	""	""	""	""
710	"Longnose lancetfish"	"Alepisaurus ferox"	"Cavalo féroce"	126333	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Alepisauridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Alepisaurus"	"Alepisaurus ferox"	""	""	""	""	""	""
711	"Short barracudina"	"Paralepis atlantica"	"Lussion à bec de canard"	126359	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Paralepididae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Magnisudis"	"Magnisudis atlantica"	""	""	""	""	""	""
712	"White barracudina"	"Notolepis rissoi"	"Lussion blanc"	126352	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Paralepididae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Arctozenus"	"Arctozenus risso"	""	""	""	""	""	""
713	"Barracudina, unsp."	"Paralepididae f."	"Lussions"	125447	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Paralepididae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
714	"Simonyi's frostfish"	"Benthodesmus simonyi"	"Sabre d'argent"	127087	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Trichiuridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Scombroidei"	""	""	"Aphanopodinae"	"Benthodesmus"	"Benthodesmus simonyi"	""	""	""	""	""	""
715	"Sea basses"	"Serranidae f."	"Bars"	125561	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Serranidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	""	""	""	""	""	""	""	""
716	"Straightline dragonfish"	"Borostomias antarcticus"	"Dragon-saumon à grands yeux"	127334	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Astronesthinae"	"Borostomias"	"Borostomias antarcticus"	""	""	""	""	""	""
717	"Torpedo dragonfish"	"Grammatostomias dentatus"	"Dragon-torpille"	158731	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Grammatostomias"	"Grammatostomias dentatus"	""	""	""	""	""	""
718	"Bluenose dragonfish"	"Melanostomias spilorhynchus"	"Dragon à nez bleu"	127359	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Melanostomias"	"Melanostomias bartonbeani"	""	""	""	""	""	""
719	"Odontostomias sp."	"Odontostomias sp."	"Odontostomias sp."	270079	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Odontostomias"	""	""	""	""	""	""	""
720	"Atlantic saury, needlefish"	"Scomberesox saurus"	"Balaou"	236461	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Scomberesocidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Scomberesox"	"Scomberesox saurus"	""	""	""	""	""	"Scomberesox saurus saurus"
721	"Threelight dragonfish"	"Trigonolampa miriceps"	"Dragon trois-lampes"	127377	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Trigonolampa"	"Trigonolampa miriceps"	""	""	""	""	""	""
722	"Bathophilus metallicus"	"Bathophilus metallicus"	"Bathophilus metallicus"	127333	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Bathophilus"	"Bathophilus vaillanti"	""	""	""	""	""	""
723	"Ribbon sawtailfish"	"Idiacanthus fasciola"	"Idiacanthe ruban"	127354	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Idiacanthinae"	"Idiacanthus"	"Idiacanthus fasciola"	""	""	""	""	""	""
724	"Bairds smoothead"	"Alepocephalus bairdii"	"Alocéphale multirai"	126682	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Alepocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Alepocephalus"	"Alepocephalus bairdii"	""	""	""	""	""	""
725	"Atlantic gymnast"	"Xenodermichthys copei"	"Gymnaste atlantique"	126714	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Alepocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Xenodermichthys"	"Xenodermichthys copei"	""	""	""	""	""	""
726	"Mentodus rostratus"	"Mentodus rostratus"	"Mentodus rostratus"	126744	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Platytroctidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Mentodus"	"Mentodus rostratus"	""	""	""	""	""	""
729	"Omosudis lowei"	"Omosudis lowei"	"Poisson à licou"	272087	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Omosudidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Omosudis"	"Omosudis lowii"	""	""	""	""	""	""
730	"Ocean sunfish"	"Mola mola"	"Poisson lune"	127405	"Animalia"	"Chordata"	"Actinopterygii"	""	"Tetraodontiformes"	""	"Molidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Mola"	"Mola mola"	""	""	""	""	""	""
731	"Shortnose lancetfish"	"Alepisaurus brevirostris"	"Cavalo ocellé"	126332	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Alepisauridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Alepisaurus"	"Alepisaurus brevirostris"	""	""	""	""	""	""
732	"Daggertooth"	"Anotopterus pharao"	"Pharaon"	126334	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Anotopteridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Anotopterus"	"Anotopterus pharao"	""	""	""	""	""	""
733	"Evermannella sp."	"Evermannella sp."	"Evermannella sp."	125666	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Evermannellidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Evermannella"	""	""	""	""	""	""	""
734	"Spotfin flyingfish"	"Cypselurus furcatus"	"Exocet à nageoires tachetées"	159261	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Exocoetidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Cheilopogon"	"Cheilopogon furcatus"	""	""	""	""	""	""
735	"Atlantic flyingfish"	"Cypselurus heterurus"	"Cypselurus heterurus"	126382	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Exocoetidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Cheilopogon"	"Cheilopogon heterurus"	""	""	""	""	""	""
736	"Blackwing flyingfish"	"Hirundichthys rondeletti"	"Exocet à nageoires noire"	126386	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Exocoetidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hirundichthys"	"Hirundichthys rondeletii"	""	""	""	""	""	""
737	"Common halfbeak"	"Hyporhamphus sp."	"Hyporhamphus sp."	125696	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Hemiramphidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hyporhamphus"	""	""	""	""	""	""	""
738	"Banded killifish"	"Fundulus diaphanus"	"Petit barré"	159296	"Animalia"	"Chordata"	"Actinopterygii"	""	"Cyprinodontiformes"	""	"Fundulidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Fundulus"	"Fundulus diaphanus"	""	""	""	""	""	""
739	"Shortspine tapirfish"	"Polyacanthonotus rissoanus"	"Tapir à petites épines"	126645	"Animalia"	"Chordata"	"Actinopterygii"	""	"Notacanthiformes"	""	"Notacanthidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Polyacanthonotus"	"Polyacanthonotus rissoanus"	""	""	""	""	""	""
740	"Spiny eel"	"Notacanthus chemnitzii"	"Tapir à grandes écailles"	126643	"Animalia"	"Chordata"	"Actinopterygii"	""	"Notacanthiformes"	""	"Notacanthidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Notacanthus"	"Notacanthus chemnitzii"	""	""	""	""	""	""
741	"Hatchetfish"	"Sternoptychidae f."	"Haches d'argent"	125603	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
742	"Atlantic batfish"	"Dibranchus atlanticus"	"Chauve-souris atlantique"	126558	"Animalia"	"Chordata"	"Actinopterygii"	""	"Lophiiformes"	""	"Ogcocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Dibranchus"	"Dibranchus atlanticus"	""	""	""	""	""	""
743	"American barrelfish"	"Hyperoglyphe perciformis"	"Pompile d'Amérique"	126832	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Centrolophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Stromateoidei"	""	""	""	"Hyperoglyphe"	"Hyperoglyphe perciformis"	""	""	""	""	""	""
744	"Stout beard fish"	"Polymixia nobilis"	"Gros barbudo"	127163	"Animalia"	"Chordata"	"Actinopterygii"	""	"Polymixiiformes"	""	"Polymixiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Polymixia"	"Polymixia nobilis"	""	""	""	""	""	""
745	"Anglemouth"	"Gonostomatidae f. (ns)"	"Cyclothones"	125601	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Gonostomatidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
746	"Northern puffer"	"Sphoeroides maculatus"	"Sphéro‹de du nord"	158934	"Animalia"	"Chordata"	"Actinopterygii"	""	"Tetraodontiformes"	""	"Tetraodontidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Sphoeroides"	"Sphoeroides maculatus"	""	""	""	""	""	""
747	"Mahi-mahi"	"Coryphaena hippurus"	"Dauphin"	126846	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Coryphaenidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Coryphaena"	"Coryphaena hippurus"	""	""	""	""	""	""
748	"Flying fish(unsp.)"	"Exocoetidae f."	"Exocets"	125452	"Animalia"	"Chordata"	"Actinopterygii"	""	"Beloniformes"	""	"Exocoetidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
749	"Slickhead"	"Conocara salmonea"	"Conocara salmonea"	126698	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Alepocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Conocara"	"Conocara salmoneum"	""	""	""	""	""	""
750	"Cardinalfish"	"Howella brodiei"	"Howella brodiei"	126994	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Howellidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Howella"	"Howella brodiei"	""	""	""	""	""	""
