year,month,day,tow.id,crab.number,sex,shell.condition,body.part,colour.L,colour.a,colour.b,durometer,comment
2018,8,7,GP039F,13,1,4,chela,22.01,0.3551,0.3642,73,
2018,8,7,GP045F,4,1,1,chela,21.11,0.3062,0.3183,58,
2018,8,7,GP045F,5,1,1,chela,30.53,0.3088,0.3249,79,
2018,8,7,GP045F,7,1,2M,chela,19.54,0.3323,0.3411,65,
2018,8,7,GP045F,8,1,2M,chela,17.21,0.3444,0.3517,65,
2018,8,7,GP053F,7,1,1,chela,22.41,0.3231,0.3357,64,
2018,8,7,GP053F,8,1,1,chela,25.72,0.3154,0.3285,52,
2018,8,7,GP053F,12,1,2,chela,18.13,0.3441,0.353,62,
2018,8,7,GP053F,13,1,5,chela,14.72,0.3701,0.3745,71,
2018,8,7,GP053F,16,1,2M,chela,18.13,0.3639,0.3705,78,
2018,8,7,GP053F,17,1,2M,chela,17.65,0.3461,0.3548,65,
2018,8,7,GP062F,1,1,1,chela,22.79,0.3132,0.3263,65,
2018,8,7,GP062F,2,1,1,chela,30.78,0.3081,0.3225,68,
2018,8,7,GP062F,4,1,2M,chela,17.72,0.355,0.3622,73,
2018,8,7,GP062F,5,1,2M,chela,20.46,0.3367,0.3474,64,
2018,8,7,GP062F,13,1,3M,chela,27.39,0.336,0.3501,88,
2018,8,7,GP062F,16,1,2,chela,17.8,0.3535,0.3613,67,
2018,8,7,GP062F,34,1,3M,chela,29.22,0.3388,0.3529,86,
2018,8,7,GP062F,39,1,4,chela,18.87,0.3385,0.3461,68,
2018,8,7,GP069F,3,1,4,chela,18.39,0.3651,0.3656,74,
2018,8,7,GP087F,9,1,4,chela,19.72,0.3829,0.3817,87,
2018,8,7,GP087F,13,1,4,chela,18.45,0.3689,0.3737,79,
2018,8,7,GP095F,15,1,3,chela,25.77,0.3388,0.3509,83,
2018,8,7,GP095F,16,1,1,chela,24.11,0.2967,0.3109,52,
2018,8,7,GP095F,21,1,1,chela,28.31,0.3035,0.3176,45,
2018,8,7,GP095F,23,1,2M,chela,24.46,0.3287,0.3416,84,
2018,8,7,GP095F,25,1,2M,chela,14.36,0.3732,0.3728,61,
2018,8,7,GP095F,26,1,4,chela,23.74,0.3698,0.377,84,
2018,8,7,GP095F,36,1,3M,chela,24.7,0.3423,0.3534,83,
2018,8,7,GP095F,45,1,3M,chela,27.65,0.3395,0.3509,90,
2018,8,7,GP100F,2,1,3,chela,26.3,0.3296,0.3434,83,
2018,8,7,GP100F,4,1,3M,chela,35.13,0.3253,0.3391,92,
2018,8,7,GP100F,5,1,4,chela,21.64,0.3525,0.3615,76,
2018,8,7,GP110F,1,1,1,chela,27.89,0.3015,0.3167,54,
2018,8,7,GP110F,2,1,1,chela,19.75,0.3132,0.3247,62,
2018,8,7,GP110F,4,1,3M,chela,31.54,0.3234,0.3391,88,
2018,8,7,GP111F,1,1,1,chela,22.67,0.2983,0.3123,58,
2018,8,7,GP111F,2,1,1,chela,20.78,0.3025,0.3142,61,
2018,8,7,GP111F,7,1,3M,chela,26.05,0.3231,0.3381,76,
2018,8,7,GP111F,10,1,2,chela,27.02,0.3308,0.3451,80,
2018,8,7,GP111F,20,1,2M,chela,17.99,0.3396,0.3477,61,
2018,8,7,GP111F,21,1,2M,chela,16.65,0.3445,0.354,64,
2018,8,7,GP111F,24,1,3M,chela,29.57,0.3336,0.3472,88,
2018,8,7,GP111F,25,1,4,chela,18.27,0.3876,0.3817,75,
2018,8,7,GP111F,28,1,3,chela,27.87,0.3341,0.3473,82,
2018,8,13,GP002F,1,1,1,chela,27.77,0.3117,0.326,48,
2018,8,13,GP002F,11,1,4,chela,20.02,0.3567,0.3637,87,
2018,8,13,GP002F,2,1,1,chela,28.29,0.3051,0.3191,62,
2018,8,13,GP006F,1,1,1,chela,34.06,0.3016,0.3165,64,
2018,8,13,GP006F,2,1,1,chela,21.05,0.3063,0.32,65,
2018,8,13,GP006F,10,1,3M,chela,36.74,0.3271,0.3411,86,
2018,8,13,GP006F,11,1,2M,chela,22.36,0.3287,0.3409,66,
2018,8,13,GP006F,12,1,3M,chela,25.78,0.3287,0.3423,85,
2018,8,13,GP006F,31,1,3,chela,36.44,0.3387,0.3522,88,
2018,8,13,GP006F,39,1,4,chela,28.06,0.3408,0.3538,73,
2018,8,13,GP008F,1,1,3,chela,35.51,0.3297,0.3432,92,
2018,8,13,GP008F,2,1,3M,chela,32.95,0.3371,0.3495,89,
2018,8,13,GP008F,3,1,1,chela,31.59,0.3042,0.3186,57,
2018,8,13,GP008F,4,1,1,chela,29.47,0.3034,0.3183,59,
2018,8,13,GP008F,25,1,2M,chela,26.4,0.3226,0.3356,71,
2018,8,13,GP009F,1,1,1,chela,32,0.3015,0.3168,58,
2018,8,13,GP009F,2,1,1,chela,39.25,0.3062,0.321,57,
2018,8,14,GP001F,1,1,1,chela,36.67,0.31,0.3239,72,
2018,8,14,GP001F,9,1,1,chela,35.1,0.314,0.3277,74,
2018,8,14,GP004F,1,1,1,chela,30.99,0.3052,0.3214,75,
2018,8,14,GP004F,11,1,1,chela,31.77,0.3006,0.3156,70,
2018,8,14,GP005F,1,1,1,chela,20.91,0.3134,0.3249,58,
2018,8,14,GP005F,2,1,1,chela,35.92,0.301,0.3159,70,
2018,8,14,GP005F,15,1,4,chela,22.03,0.3572,0.3657,77,
2018,8,14,GP007F,2,1,3,chela,31.49,0.3311,0.3448,85,
2018,8,14,GP007F,3,1,3M,chela,27.18,0.3193,0.3337,83,
2018,8,14,GP007F,4,1,3M,chela,31.3,0.3336,0.3479,92,
2018,8,14,GP007F,7,1,1,chela,23.26,0.3008,0.3141,60,
2018,8,14,GP007F,8,1,1,chela,24.11,0.305,0.3186,63,
2018,8,14,GP010F,11,1,2M,chela,18.45,0.3404,0.3502,70,
2018,8,14,GP011F,1,1,1,chela,30.09,0.3031,0.318,63,
2018,8,14,GP011F,2,1,1,chela,30.51,0.305,0.3199,55,
2018,8,14,GP011F,8,1,2,chela,16.9,0.3406,0.3486,66,
2018,8,14,GP011F,9,1,2,chela,19.58,0.3589,0.3638,67,
2018,8,14,GP011F,10,1,2M,chela,20.25,0.3418,0.3514,63,
2018,8,14,GP011F,11,1,2M,chela,20.17,0.3447,0.3535,63,
2018,8,14,GP012F,1,1,1,chela,22.03,0.3123,0.326,61,
2018,8,14,GP012F,2,1,1,chela,29.58,0.3029,0.3174,57,
2018,8,14,GP012F,3,1,2M,chela,18.36,0.3393,0.3487,70,
2018,8,14,GP012F,34,1,3M,chela,28.59,0.332,0.3464,87,
2018,8,14,GP013F,1,1,1,chela,35.56,0.3079,0.324,72,
2018,8,14,GP013F,2,1,1,chela,32.14,0.3098,0.3251,55,
2018,8,14,GP013F,14,1,2M,chela,19.75,0.3354,0.3452,72,
2018,8,14,GP013F,15,1,4,chela,17.8,0.3488,0.3553,68,
2018,8,14,GP013F,20,1,3M,chela,32.33,0.3416,0.3552,91,
2018,8,14,GP013F,21,1,3M,chela,30.13,0.3321,0.3455,88,
2018,8,14,GP017F,4,1,2,chela,16.15,0.3582,0.3638,68,
2018,8,14,GP017F,7,1,2M,chela,20.09,0.3516,0.3647,84,
2018,8,14,GP017F,27,1,3M,chela,34.06,0.3221,0.3353,91,
2018,8,15,GP020F,1,1,1,chela,29.74,0.3032,0.3186,77,
2018,8,15,GP020F,2,1,1,chela,32.91,0.3042,0.3209,64,
2018,8,15,GP020F,13,1,2M,chela,17.54,0.3354,0.3453,68,
2018,8,15,GP021F,1,1,1,chela,33.63,0.3073,0.3233,76,
2018,8,15,GP021F,2,1,1,chela,31.5,0.3094,0.3243,62,
2018,8,15,GP021F,4,1,3M,chela,26.39,0.3384,0.3515,93,
2018,8,15,GP021F,35,1,3M,chela,29.5,0.3305,0.3436,85,
2018,8,15,GP029F,16,1,2M,chela,22.15,0.3316,0.3426,66,
2018,8,15,GP037F,15,1,1,chela,30.88,0.3066,0.3219,73,
2018,8,15,GP037F,17,1,1,chela,26.94,0.3082,0.3232,73,
2018,8,15,GP058F,1,1,1,chela,29.25,0.3043,0.3201,67,
2018,8,15,GP058F,2,1,1,chela,19.81,0.3231,0.3354,52,
2018,8,15,GP058F,3,1,2,chela,19.48,0.3431,0.3524,67,
2018,8,15,GP058F,4,1,3M,chela,26.19,0.3458,0.3598,89,
2018,8,15,GP058F,5,1,2M,chela,30.05,0.3289,0.34,84,
2018,8,15,GP058F,10,1,2M,chela,19.26,0.3383,0.3472,70,
2018,8,15,GP058F,11,1,2,chela,21.42,0.3445,0.3545,71,
2018,8,15,GP058F,16,1,3,chela,30.62,0.3342,0.3474,89,
2018,8,15,GP059F,1,1,1,chela,36.8,0.312,0.3279,48,
2018,8,15,GP059F,2,1,1,chela,30.11,0.3178,0.3325,76,
2018,8,15,GP059F,3,1,2,chela,21.86,0.3377,0.3481,73,
2018,8,15,GP059F,8,1,2,chela,16.98,0.3409,0.3505,72,
2018,8,16,GP027F,1,1,1,chela,34.18,0.2995,0.3141,72,
2018,8,16,GP033F,1,1,1,chela,26.86,0.2968,0.3101,57,
2018,8,16,GP033F,2,1,1,chela,33.52,0.3081,0.3217,66,
2018,8,16,GP033F,25,1,2M,chela,31.46,0.3285,0.3432,76,
2018,8,16,GP033F,33,1,2M,chela,18.78,0.3293,0.3397,77,
2018,8,16,GP054F,1,1,1,chela,34.55,0.3045,0.3196,82,
2018,8,16,GP054F,2,1,2,chela,28.7,0.3269,0.3442,83,
2018,8,16,GP054F,3,1,1,chela,34.49,0.3079,0.3242,80,
2018,8,16,GP056F,1,1,2,chela,19.5,0.3575,0.3655,69,
2018,8,17,GP073F,1,1,5,chela,13.39,0.378,0.3704,74,
2018,8,17,GP074A1,1,1,2,chela,24.77,0.3401,0.3518,84,
2018,8,18,GP060A1,1,1,1,chela,30.6,0.3021,0.3173,69,
2018,8,18,GP060A1,2,1,1,chela,32.36,0.3154,0.33,73,
2018,8,18,GP060A1,4,1,4,chela,23.81,0.3594,0.3674,82,
2018,8,18,GP060A1,6,1,2M,chela,24.02,0.3298,0.3431,81,
2018,8,18,GP060A1,7,1,3M,chela,29.52,0.3364,0.35,88,
2018,8,18,GP060A1,11,1,3M,chela,27.63,0.3259,0.3402,90,
2018,8,18,GP071A1,1,1,4,chela,17.3,0.3609,0.3682,84,
2018,8,18,GP071A1,25,1,2,chela,21.33,0.3261,0.3386,68,
2018,8,18,GP071A1,26,1,1,chela,30,0.3001,0.3144,67,
2018,8,18,GP071A1,27,1,3M,chela,29.15,0.3412,0.3523,85,
2018,8,18,GP075A1,1,1,1,chela,31.71,0.3065,0.3232,64,
2018,8,18,GP075A1,2,1,1,chela,31.98,0.3105,0.3263,75,
2018,8,18,GP075A1,4,1,2,chela,24.51,0.3231,0.3385,75,
2018,8,18,GP082F,1,1,1,chela,31.25,0.3062,0.3209,66,
2018,8,18,GP082F,2,1,1,chela,31.49,0.302,0.3174,64,
2018,8,18,GP082F,4,1,4,chela,22.1,0.3548,0.3632,87,
2018,8,18,GP082F,8,1,4,chela,18.49,0.3629,0.3672,76,
2018,8,18,GP082F,13,1,5,chela,11.61,0.3618,0.3559,70,
2018,8,18,GP101F,3,1,3M,chela,32.74,0.3328,0.3477,84,
2018,8,18,GP101F,8,1,4,chela,19.81,0.3487,0.3591,73,
2018,8,18,GP114F,23,1,1,chela,31.5,0.3129,0.3261,77,
2018,8,18,GP114F,49,1,1,chela,27.98,0.31,0.3238,71,
2018,8,18,GP114F,63,1,3,chela,24.77,0.3267,0.341,84,
2018,8,18,GP114F,76,1,3M,chela,32.28,0.3297,0.3436,82,
2018,8,18,GP114F,77,1,4,chela,16.52,0.3588,0.3642,73,
2018,8,18,GP118F,1,1,1,chela,31.88,0.3036,0.3189,42,
2018,8,18,GP118F,2,1,2,chela,17.93,0.3435,0.3505,66,
2018,8,18,GP118F,18,1,1,chela,30.33,0.3097,0.3243,64,
2018,8,18,GP118F,19,1,2M,chela,15.98,0.341,0.3487,63,
2018,8,18,GP118F,20,1,5,chela,10.03,0.37,0.356,61,
2018,8,18,GP126F,35,1,4,chela,20.31,0.349,0.36,74,
2018,8,18,GP126F,36,1,3,chela,30.03,0.3312,0.3458,85,
2018,8,18,GP126F,43,1,1,chela,34.13,0.3019,0.3175,67,
2018,8,18,GP126F,48,1,3,chela,30.28,0.3281,0.343,84,
2018,8,18,GP126F,50,1,1,chela,31.44,0.3075,0.3219,64,
2018,8,19,GP157F,1,1,1,chela,21.35,0.3082,0.3184,65,
2018,8,19,GP157F,19,1,1,chela,33.9,0.3069,0.321,58,
2018,8,19,GP157F,20,1,4,chela,20.38,0.3599,0.3676,76,
2018,8,19,GP157F,44,1,4,chela,27.3,0.3487,0.3605,78,
2018,8,19,GP169F,1,1,1,chela,38.25,0.305,0.321,72,
2018,8,19,GP169F,3,1,4,chela,19.47,0.3544,0.3661,80,
2018,8,19,GP172F,1,1,1,chela,31.75,0.302,0.3166,57,
2018,8,19,GP180F,2,1,2,chela,17.77,0.3419,0.3537,71,
2018,8,19,GP180F,3,1,2M,chela,19.13,0.35,0.365,64,
2018,8,19,GP183F,1,1,1,chela,30.18,0.305,0.321,58,
2018,8,19,GP183F,5,1,2M,chela,24.03,0.3518,0.3611,77,
2018,8,19,GP183F,26,1,2M,chela,24.99,0.3211,0.3346,75,
2018,8,19,GP183F,27,1,1,chela,28.73,0.3002,0.3148,63,
2018,8,19,GP183F,29,1,5,chela,16.33,0.3642,0.368,62,
2018,8,19,GP183F,37,1,2,chela,26.04,0.3333,0.3457,84,
2018,8,19,GP183F,40,1,3m,chela,29.06,0.3279,0.3423,86,
2018,8,19,GP185F,1,1,1,chela,35.4,0.3022,0.3177,61,
2018,8,19,GP185F,2,1,1,chela,35.11,0.3087,0.324,73,
2018,8,19,GP185F,5,1,2,chela,25.25,0.3223,0.3351,86,
2018,8,19,GP193F,1,1,3,chela,33.27,0.3149,0.333,82,
2018,8,19,GP193F,2,1,1,chela,35.88,0.3054,0.3214,68,
2018,8,19,GP193F,3,1,1,chela,20.02,0.3006,0.3158,57,
2018,8,19,GP200F,1,1,1,chela,29,0.3031,0.3178,50,
2018,8,19,GP200F,4,1,2M,chela,30.08,0.336,0.352,82,
2018,8,19,GP204F,15,1,1,chela,37.19,0.3078,0.324,53,
2018,8,19,GP204F,16,1,2,chela,29.32,0.3227,0.339,74,
2018,8,19,GP204F,17,1,1,chela,32.08,0.3051,0.3191,63,
2018,8,19,GP204F,21,1,2,chela,33.43,0.3393,0.3545,83,
2018,8,19,GP204F,23,1,3,chela,34.38,0.3138,0.331,85,
2018,8,19,GP204F,26,1,2M,chela,20.6,0.3399,0.3487,65,
2018,8,19,GP209F,42,1,2,chela,28.39,0.3208,0.3367,74,
2018,8,19,GP209F,43,1,4,chela,21.97,0.3463,0.3582,77,
2018,8,19,GP209F,44,1,4,chela,26.28,0.3537,0.3659,85,
2018,8,19,GP209F,59,1,1,chela,36.26,0.309,0.3248,59,
2018,8,19,GP209F,66,1,1,chela,30.7,0.3074,0.3229,61,
2018,8,19,GP209F,68,1,2,chela,31.91,0.3236,0.3377,78,
2018,8,19,GP217F,1,1,1,chela,34.2,0.3008,0.3159,48,
2018,8,19,GP217F,2,1,1,chela,34.16,0.3038,0.3189,64,
2018,8,19,GP217F,40,1,2,chela,20.02,0.3392,0.3538,48,
2018,8,19,GP218F,3,1,2M,chela,25.5,0.3435,0.3584,74,
2018,8,19,GP218F,4,1,5,chela,22.22,0.3701,0.3822,87,
2018,8,19,GP218F,5,1,3M,chela,29.72,0.3316,0.3475,84,
2018,8,19,GP218F,6,1,2M,chela,20.55,0.3365,0.3513,69,
2018,8,19,GP218F,17,1,1,chela,29.63,0.3056,0.3196,52,
2018,8,19,GP218F,18,1,3,chela,35.29,0.3137,0.3311,91,
2018,8,19,GP218F,20,1,4,chela,24.68,0.3564,0.3647,77,
2018,8,19,GP218F,27,1,2,chela,27.27,0.3164,0.333,82,
2018,8,19,GP218F,28,1,3M,chela,31.95,0.3382,0.353,87,
2018,8,19,GP218F,31,1,5,chela,17.69,0.3738,0.3761,77,
2018,8,20,GP207F,1,1,1,chela,30.37,0.3051,0.3223,54,
2018,8,20,GP207F,2,1,1,chela,26.54,0.3011,0.3167,61,
2018,8,20,GP207F,12,1,3M,chela,27.55,0.3436,0.3584,84,
2018,8,20,GP207F,24,1,2,chela,32.87,0.3452,0.3597,79,
2018,8,20,GP207F,25,1,2,chela,34.04,0.3093,0.3261,73,
2018,8,20,GP230F,2,1,1,chela,33.41,0.3071,0.3227,69,
2018,8,20,GP230F,4,1,1,chela,25.53,0.3133,0.3282,58,
2018,8,20,GP230F,8,1,3,chela,28.73,0.3229,0.3379,84,
2018,8,20,GP230F,9,1,2,chela,29.81,0.3257,0.3429,74,
2018,8,20,GP230F,16,1,2,chela,28.2,0.3175,0.331,85,
2018,8,20,GP236A1,31,1,4,chela,19.47,0.3606,0.3706,71,
2018,8,20,GP236A1,52,1,1,chela,30.61,0.3063,0.3201,78,
2018,8,20,GP236A1,67,1,1,chela,18.96,0.3162,0.3301,63,
2018,8,20,GP243F,14,1,1,chela,39.64,0.3146,0.3273,58,
2018,8,20,GP243F,15,1,1,chela,26.75,0.3066,0.3176,52,
2018,8,20,GP247F,1,1,1,chela,35.49,0.3078,0.3244,62,
2018,8,20,GP247F,57,1,1,chela,34.44,0.3085,0.3237,62,
2018,8,20,GP249F,21,1,2M,chela,23.37,0.3366,0.3497,72,
2018,8,20,GP257F,5,1,2,chela,27.99,0.3174,0.3341,78,
2018,8,20,GP257F,35,1,1,chela,38.53,0.309,0.3257,79,
2018,8,20,GP257F,36,1,1,chela,32.83,0.3052,0.3202,82,
2018,8,20,GP257F,42,1,5,chela,13.66,0.3694,0.3667,42,
2018,8,20,GP258F,1,1,1,chela,34.81,0.3079,0.3231,65,
2018,8,20,GP258F,4,1,1,chela,38.24,0.3116,0.3266,53,
2018,8,20,GP258F,23,1,2,chela,31.68,0.3241,0.3389,83,
2018,8,20,GP261F,8,1,4,chela,25.99,0.344,0.3576,78,
2018,8,20,GP261F,10,1,4,chela,15.81,0.3616,0.369,64,
2018,8,20,GP261F,22,1,1,chela,31.85,0.3179,0.3317,64,
2018,8,20,GP261F,23,1,1,chela,29.36,0.3039,0.3185,63,
2018,8,20,GP261F,38,1,3M,chela,25.6,0.3359,0.3511,83,
2018,8,20,GP278F,1,1,1,chela,30.31,0.3086,0.3209,58,
2018,8,20,GP278F,2,1,1,chela,28.78,0.3111,0.3254,62,
2018,8,20,GP281F,4,1,1,chela,32.87,0.3059,0.322,66,
2018,8,20,GP281F,42,1,1,chela,30.45,0.312,0.3264,54,
2018,8,20,GP281F,43,1,2,chela,16.92,0.3306,0.3422,62,
2018,8,20,GP281F,60,1,3,chela,30.43,0.3261,0.3408,88,
2018,8,21,GP303F,1,1,1,chela,21.01,0.3129,0.3173,62,
2018,8,21,GP303F,2,1,1,chela,33.5,0.3126,0.3202,47,
2018,8,21,GP303F,4,1,2,chela,32.74,0.3166,0.3302,87,
2018,8,25,GP097F,3,1,1,chela,22.25,0.3127,0.3265,56,
2018,8,25,GP097F,4,1,2,chela,20.26,0.3296,0.3408,66,
2018,8,25,GP097F,15,1,2M,chela,18.26,0.3514,0.3594,73,
2018,8,25,GP097F,18,1,2,chela,29.36,0.3116,0.3253,78,
2018,8,25,GP097F,19,1,1,chela,29.82,0.3054,0.3208,63,
2018,8,25,GP097F,39,1,2M,chela,11.42,0.3697,0.3588,58,
2018,8,25,GP097F,64,1,3M,chela,26.09,0.3366,0.3507,87,
2018,8,25,GP116F,1,1,1,chela,26.86,0.3066,0.3228,64,
2018,8,25,GP116F,5,1,2,chela,14.18,0.3595,0.3646,65,
2018,8,25,GP116F,6,1,2,chela,23.22,0.3228,0.336,71,
2018,8,25,GP116F,9,1,1,chela,18.73,0.3148,0.326,63,
2018,8,25,GP116F,23,1,2m,chela,17.28,0.3493,0.3584,68,
2018,8,25,GP116F,34,1,2m,chela,16.58,0.3446,0.3516,69,
2018,8,25,GP117F,1,1,2,chela,29,0.3202,0.3341,75,
2018,8,25,GP117F,2,1,2,chela,30.1,0.3147,0.3294,65,
2018,8,25,GP117F,5,1,1,chela,29.21,0.3125,0.3268,67,
2018,8,25,GP117F,6,1,3M,chela,29.42,0.3398,0.351,88,
2018,8,25,GP117F,7,1,1,chela,29.4,0.309,0.3234,65,
2018,8,25,GP117F,10,1,3M,chela,30.25,0.3297,0.3429,91,
2018,8,25,GP117F,20,1,4,chela,16.23,0.3949,0.3966,71,
2018,8,25,GP117F,21,1,2M,chela,13.13,0.3741,0.3653,58,
2018,8,25,GP140F,1,1,1,chela,31.18,0.3066,0.3217,69,
2018,8,25,GP140F,2,1,1,chela,25.84,0.3209,0.3344,73,
2018,8,25,GP140F,7,1,2M,chela,25.99,0.3249,0.3375,79,
2018,8,25,GP140F,8,1,4,chela,21.82,0.3593,0.365,83,
2018,8,25,GP140F,9,1,3M,chela,25.1,0.3284,0.3427,83,
2018,8,25,GP140F,10,1,2M,chela,25.35,0.3433,0.3544,81,
2018,8,25,GP140F,13,1,4,chela,16.87,0.3686,0.3734,82,
2018,8,25,GP140F,16,1,3M,chela,28.4,0.3375,0.3496,90,
2018,8,25,GP140F,20,1,3,chela,23.39,0.3366,0.3503,87,
2018,8,25,GP140F,21,1,2,chela,23.14,0.3436,0.3586,83,
2018,8,25,GP146F,1,1,1,chela,32.62,0.3049,0.321,69,
2018,8,25,GP146F,2,1,1,chela,28.52,0.304,0.3195,55,
2018,8,25,GP146F,10,1,3,chela,37.53,0.3213,0.3374,90,
2018,8,25,GP146F,12,1,4,chela,23.58,0.3473,0.3594,81,
2018,8,25,GP146F,15,1,2,chela,31.48,0.34,0.3531,63,
2018,8,25,GP146F,21,1,2,chela,17.68,0.3436,0.3523,62,
2018,8,25,GP146F,30,1,2M,chela,29.94,0.3236,0.3385,83,
2018,8,25,GP146F,35,1,2M,chela,25.43,0.3411,0.3546,80,
2018,8,25,GP146F,36,1,3,chela,26.41,0.3332,0.3468,86,
2018,8,25,GP146F,52,1,3M,chela,23.66,0.359,0.3718,81,
2018,8,25,GP146F,95,1,3M,chela,28.61,0.332,0.3465,91,
2018,8,25,GP146F,97,1,4,chela,23.07,0.3472,0.3566,66,
2018,8,25,GP160F,1,1,1,chela,32.71,0.3022,0.3182,61,
2018,8,25,GP160F,16,1,1,chela,32.84,0.3083,0.3241,66,
2018,8,25,GP161F,2,1,1,chela,35.54,0.3071,0.3224,52,
2018,8,25,GP161F,3,1,1,chela,30.36,0.2996,0.3149,52,
2018,8,25,GP161F,7,1,2M,chela,26.87,0.3352,0.3492,79,
2018,8,25,GP188F,1,1,1,chela,32.36,0.3081,0.3235,59,
2018,8,25,GP188F,3,1,4,chela,25.17,0.3604,0.3687,83,
2018,8,25,GP188F,4,1,4,chela,19.47,0.3607,0.3683,73,
2018,8,25,GP188F,6,1,1,chela,24.14,0.3075,0.323,65,
2018,8,25,GP188F,7,1,3,chela,32.33,0.3348,0.3497,92,
2018,8,25,GP188F,27,1,2m,chela,24.1,0.3477,0.3593,72,
2018,8,25,GP188F,28,1,3,chela,31.25,0.3391,0.3542,82,
2018,8,25,GP188F,36,1,2,chela,30.19,0.3403,0.3552,70,
2018,8,25,GP188F,42,1,5,chela,18.12,0.3721,0.3772,77,
2018,8,25,GP190F,5,1,1,chela,28.94,0.3025,0.3169,61,
2018,8,25,GP190F,6,1,1,chela,28.36,0.3055,0.3203,58,
2018,8,25,GP190F,10,1,2,chela,19.9,0.338,0.3486,61,
2018,8,25,GP190F,25,1,2,chela,28.89,0.3287,0.3439,76,
2018,8,25,GP190F,54,1,3M,chela,24.63,0.338,0.3538,84,
2018,8,25,GP190F,66,1,4,chela,15.3,0.3687,0.3754,77,
2018,8,25,GP190F,118,1,3M,chela,22.75,0.3658,0.3736,82,
2018,8,25,GP196F,1,1,1,chela,29.81,0.3142,0.3297,58,
2018,8,25,GP196F,11,1,2M,chela,20.47,0.3516,0.3592,79,
2018,8,25,GP196F,13,1,3M,chela,23.33,0.3618,0.3713,87,
2018,8,25,GP196F,15,1,4,chela,18.13,0.357,0.3651,75,
2018,8,25,GP196F,20,1,1,chela,24.15,0.3154,0.3274,68,
2018,8,25,GP196F,31,1,4,chela,22.59,0.3484,0.359,96,
2018,8,25,GP196F,35,1,2,chela,19.42,0.3449,0.3548,70,
2018,8,26,GP079F,1,1,1,chela,23.04,0.3083,0.3227,65,
2018,8,26,GP079F,2,1,1,chela,28.9,0.31,0.3251,64,
2018,8,26,GP079F,3,1,4,chela,18.18,0.3665,0.3714,78,
2018,8,26,GP079F,4,1,4,chela,22.57,0.3444,0.3547,84,
2018,8,26,GP079F,14,1,2,chela,19.98,0.3134,0.3258,64,
2018,8,26,GP079F,22,1,2M,chela,14.95,0.3545,0.3605,70,
2018,8,26,GP079F,23,1,3,chela,26.82,0.3303,0.3429,84,
2018,8,26,GP079F,26,1,2M,chela,21.89,0.3454,0.3566,76,
2018,8,26,GP079F,28,1,3M,chela,26.46,0.3486,0.3598,85,
2018,8,26,GP079F,34,1,3M,chela,25.19,0.3632,0.3706,88,
2018,8,26,GP079F,41,1,3,chela,28.25,0.3603,0.369,83,
2018,8,26,GP090F,1,1,1,chela,22.56,0.309,0.324,48,
2018,8,26,GP090F,2,1,1,chela,25.73,0.3125,0.3271,58,
2018,8,26,GP090F,3,1,5,chela,9.97,0.3744,0.3676,43,
2018,8,26,GP090F,4,1,2m,chela,16.71,0.3482,0.3572,65,
2018,8,26,GP090F,11,1,4,chela,17.99,0.3502,0.3632,81,
2018,8,26,GP090F,18,1,2m,chela,14.06,0.3481,0.3565,60,
2018,8,26,GP090F,20,1,2,chela,24.76,0.3246,0.3367,65,
2018,8,26,GP090F,22,1,3m,chela,26.29,0.3445,0.3577,87,
2018,8,26,GP090F,26,1,2,chela,25.11,0.3387,0.3514,84,
2018,8,26,GP090F,32,1,4,chela,15.35,0.3942,0.3935,86,
2018,8,26,GP090F,33,1,3m,chela,27.32,0.3392,0.3522,85,
2018,8,26,GP091F,1,1,1,chela,33.07,0.3062,0.3216,65,
2018,8,26,GP091F,2,1,2,chela,36.75,0.3184,0.3335,72,
2018,8,26,GP091F,3,1,1,chela,29.7,0.3144,0.3288,63,
2018,8,26,GP091F,4,1,3M,chela,26.96,0.3392,0.3524,82,
2018,8,26,GP091F,5,1,2M,chela,25.2,0.3289,0.3421,80,
2018,8,26,GP091F,6,1,4,chela,15.49,0.3795,0.3786,71,
2018,8,26,GP091F,12,1,4,chela,20.74,0.3656,0.376,85,
2018,8,26,GP093F,1,1,1,chela,30.32,0.3014,0.3164,57,
2018,8,26,GP093F,2,1,1,chela,27.02,0.3115,0.3259,68,
2018,8,26,GP093F,6,1,4,chela,22.52,0.3583,0.3664,85,
2018,8,26,GP093F,10,1,4,chela,21.46,0.3366,0.3448,76,
2018,8,26,GP093F,52,1,3m,chela,24.33,0.3302,0.3451,83,
2018,8,26,GP102F,2,1,2M,chela,18.31,0.3411,0.3507,65,
2018,8,26,GP102F,3,1,2M,chela,10.98,0.3591,0.3599,66,
2018,8,26,GP102F,4,1,1,chela,31.85,0.3122,0.3262,61,
2018,8,26,GP102F,10,1,3m,chela,23.56,0.3353,0.3478,87,
2018,8,26,GP102F,12,1,2,chela,18,0.3498,0.3584,65,
2018,8,26,GP102F,24,1,1,chela,24.44,0.3094,0.3232,66,
2018,8,26,GP102F,31,1,2,chela,17.69,0.3474,0.355,71,
2018,8,26,GP102F,50,1,3m,chela,26.08,0.3383,0.351,85,
2018,8,26,GP104F,1,1,1,chela,29.86,0.3101,0.3251,69,
2018,8,26,GP104F,2,1,1,chela,27.1,0.3044,0.3186,52,
2018,8,26,GP104F,14,1,3M,chela,26.64,0.3497,0.3591,89,
